//X Y Z Scalar_field Scalar_field_#2 Scalar_field_#3 Scalar_field_#4 Scalar_field_#5 Scalar_field_#6 Scalar_field_#7 Scalar_field_#8 Scalar_field_#9 Nx Ny Nz
476
-103.99343872 -106.80720520 -109.16202545 -104.364334 74.061607 -165.708618 0.067787 0.010466 0.997645 0.961558 0.266019 -0.068126 -0.267198 0.963605 0.008463
-104.87527466 -107.01844025 -109.14610291 -117.166122 79.746223 -152.703339 0.081634 0.004238 0.996653 0.984029 0.158372 -0.081274 -0.159086 0.987233 0.007898
-105.66629028 -107.12620544 -109.12191772 171.751404 83.942688 -79.499870 0.103756 -0.040074 0.993795 0.994417 -0.015139 -0.104432 0.019590 0.999080 0.038149
-106.16474152 -106.88230133 -109.06412506 104.818382 63.051579 -13.725101 0.107525 -0.043987 0.993229 0.891415 -0.438116 -0.115906 0.440346 0.897781 -0.009201
-106.15435028 -106.89332581 -109.05903625 90.968216 14.940145 -0.889821 0.015005 -0.012893 0.999804 0.257810 -0.966058 -0.016327 0.966358 0.256972 -0.010858
-105.39663696 -106.84332275 -109.10644531 88.732063 -25.408325 -1.009652 0.015916 0.014566 0.999767 -0.429066 -0.903052 0.019988 0.903379 -0.428745 -0.009178
-104.53857422 -106.47091675 -109.17839813 87.385880 -51.368176 -1.475567 0.016076 0.025499 0.999546 -0.781174 -0.623664 0.028474 0.623822 -0.781506 0.009682
-103.67568207 -106.08878326 -109.19908142 79.520622 -74.041321 -8.189107 0.039163 0.045360 0.998203 -0.961460 -0.270358 0.050007 0.271132 -0.961962 0.033427
-102.51421356 -105.83721161 -109.23839569 80.926826 -72.463959 -7.600078 0.039850 0.031777 0.998700 -0.953528 -0.297536 0.047515 0.299000 -0.954072 0.018610
-101.47884369 -105.58181000 -109.25239563 72.889816 -79.047493 -14.555156 0.047748 0.048954 0.997659 -0.981785 -0.181586 0.055899 0.184647 -0.982038 0.038811
-100.37471008 -105.42284393 -109.24745941 93.444275 -74.301254 5.424452 -0.025579 0.031034 0.999191 -0.962698 -0.270091 -0.016256 0.268813 -0.962522 0.035924
-99.47120667 -105.13886261 -109.26966858 110.214630 -81.466850 22.765135 -0.057417 0.040480 0.997529 -0.988930 -0.139242 -0.051271 0.136448 -0.989531 0.047011
-98.76436615 -105.01952362 -109.25667572 134.835251 -88.162697 43.744961 -0.022169 -0.019280 0.999568 -0.999486 -0.022736 -0.022606 0.023387 -0.999540 -0.019320
-98.09338379 -105.28765106 -109.25970459 -101.114738 -82.840263 162.309036 -0.037875 -0.112200 0.992964 -0.992203 0.122298 -0.024027 -0.118063 -0.986245 -0.115678
-97.73030090 -105.45800781 -109.24668884 -89.546272 -71.794075 177.968445 -0.011076 -0.041588 0.999073 -0.949940 0.312423 0.002474 -0.312124 -0.949111 -0.042041
-97.00668335 -106.06675720 -109.30677795 -85.572472 -79.194923 -174.224030 0.018867 0.021754 0.999585 -0.982271 0.186909 0.014472 -0.187538 -0.981953 0.024461
-96.30859375 -106.29489899 -109.36236572 -66.448280 -83.981712 -157.417389 0.040262 -0.018854 0.999011 -0.994488 0.096112 0.041894 -0.096177 -0.995265 -0.014048
-95.48143005 -106.27070618 -109.32390594 -81.550117 -78.808060 -171.626938 0.028264 -0.004080 0.999592 -0.980982 0.191989 0.028521 -0.191699 -0.981453 0.001148
-94.65904236 -106.20986938 -109.36612701 -90.545631 -81.285324 -179.360992 0.001690 0.020546 0.999788 -0.988455 0.151507 -0.001443 -0.150576 -0.988364 0.021511
-93.69579315 -106.22278595 -109.39485931 -68.497482 -83.763016 -157.698975 0.041226 0.011846 0.999080 -0.994081 0.101080 0.039822 -0.100887 -0.994765 0.016272
-92.76337433 -106.09709167 -109.38334656 -85.704498 -80.897881 -175.273621 0.013035 0.006485 0.999894 -0.987408 0.157750 0.011849 -0.156536 -0.987641 0.007883
-92.00109863 -106.03516388 -109.41918182 97.580795 -73.103981 8.121561 -0.041059 0.003393 0.999151 -0.956834 -0.288096 -0.038342 0.287198 -0.957737 0.016024
-92.02178192 -105.79817963 -109.42709351 93.888916 -34.322697 2.335626 -0.033657 -0.044840 0.998427 -0.563853 -0.823973 -0.056013 0.825507 -0.564391 0.001360
-92.70577240 -105.62473297 -109.40219879 91.565231 2.415269 -2.895301 0.050466 -0.025152 0.998409 0.042142 -0.998739 -0.027291 0.997792 0.043660 -0.050049
-93.34316254 -105.34156799 -109.46409607 92.875046 44.837723 1.431905 -0.017720 -0.067740 0.997546 0.705101 -0.708214 -0.035567 0.708747 0.702996 0.058942
-94.06824493 -105.43175507 -109.46244812 95.080803 60.857864 -1.222242 0.010387 -0.069983 0.997494 0.873414 -0.485064 -0.043127 0.487441 0.871318 0.056615
-94.92502594 -105.51380157 -109.42896271 93.314400 61.101551 -1.035334 0.008732 -0.042013 0.999079 0.875478 -0.482450 -0.027940 0.481944 0.875645 0.031225
-95.74942780 -105.45198059 -109.37220764 98.895554 63.108761 -8.605515 0.067678 -0.021048 0.997485 0.891867 -0.446858 -0.069941 0.447710 0.894100 -0.011886
-96.57743073 -105.50528717 -109.31771851 93.440170 47.279335 -5.907504 0.069825 0.015790 0.997434 0.734670 -0.677202 -0.040710 0.675141 0.735344 -0.058770
-97.21610260 -105.30631256 -109.33255005 92.108589 35.070866 -6.860935 0.097771 0.032064 0.994692 0.574589 -0.817888 -0.030113 0.812430 0.574928 -0.097028
-97.69420624 -105.03753662 -109.31317139 90.702698 16.770247 -7.053585 0.117575 0.023257 0.992792 0.288535 -0.957397 -0.011742 0.950441 0.287651 -0.117977
-97.94393921 -104.72995758 -109.31714630 88.440163 -4.099443 -5.175268 0.089972 0.020664 0.995730 -0.071488 -0.997072 0.027151 0.993325 -0.073287 -0.089072
-98.29414368 -103.99357605 -109.32818604 87.845360 -7.255564 -3.990970 0.069042 0.028722 0.997200 -0.126295 -0.991291 0.037296 0.989566 -0.128170 -0.065817
-98.58141327 -103.59522247 -109.36391449 87.175842 -12.976048 -2.248670 0.038235 0.040433 0.998450 -0.224544 -0.973280 0.048013 0.973657 -0.226348 -0.027545
-98.13591766 -103.28385162 -109.72347260 87.957718 -19.370226 -0.348520 0.005738 0.033620 0.999418 -0.331671 -0.942796 0.033620 0.943547 -0.331179 0.006249
-97.62360382 -102.79414368 -109.97776031 90.247673 -18.005886 -0.531717 0.008826 -0.007191 0.999935 -0.309115 -0.951016 -0.004111 0.951075 -0.308758 -0.011160
-97.44269562 -102.27898407 -110.23833466 90.409973 -12.096360 -0.314184 0.005362 -0.008304 0.999951 -0.209556 -0.977772 -0.006996 0.977973 -0.208650 -0.005828
-97.23014832 -101.92408752 -110.69924927 87.313271 -4.578204 -0.789934 0.013743 0.045771 0.998857 -0.079820 -0.995714 0.046725 0.996780 -0.079615 -0.009554
-97.07047272 -101.79674530 -110.70980835 83.625763 -8.491356 -2.751113 0.047471 0.103851 0.993459 -0.147660 -0.982924 0.109805 0.987860 -0.152243 -0.030906
-97.16013336 -101.73158264 -110.68949127 85.697777 -10.220387 -0.559999 0.009619 0.073285 0.997265 -0.177435 -0.981359 0.073827 0.983919 -0.178584 0.003412
-97.17358398 -101.61345673 -110.76280975 83.995819 -6.838055 -2.658517 0.046053 0.098996 0.994022 -0.119063 -0.987440 0.103857 0.991901 -0.122166 -0.034745
-97.30057526 -101.18168640 -111.11218262 89.199265 -12.343468 0.529912 -0.009035 0.015951 0.999832 -0.213772 -0.976788 0.013652 0.977010 -0.212802 0.012933
-97.40814972 -100.49758911 -111.44013977 92.061867 -5.419953 0.327551 -0.005691 -0.035438 0.999356 -0.094455 -0.994885 -0.035818 0.995476 -0.094960 0.003201
-97.56499481 -99.88747406 -111.88226318 92.511795 -1.916866 1.949924 -0.034007 -0.042663 0.998511 -0.033449 -0.998480 -0.043801 0.998887 -0.034373 0.032289
-97.64123535 -99.16488647 -112.27606964 93.902969 6.310750 -1.551440 0.026910 -0.065073 0.997518 0.109921 -0.991635 -0.067655 0.993657 0.110894 -0.018665
-97.77217865 -98.42702484 -112.57382965 93.455353 9.028516 1.908433 -0.032890 -0.065454 0.997313 0.156926 -0.985815 -0.059524 0.987155 0.153918 0.042819
-97.77468109 -97.70820618 -112.94263458 97.953308 13.338159 -2.432431 0.041296 -0.128544 0.990844 0.230698 -0.963666 -0.134634 0.972213 0.233853 -0.010684
-98.06652832 -97.08225250 -112.90771484 96.049179 25.401621 -0.579907 0.009143 -0.101059 0.994838 0.428961 -0.898293 -0.095194 0.902989 0.428153 0.036013
-98.28504181 -96.65809631 -112.89230347 99.648903 44.402092 -3.991679 0.049734 -0.119186 0.991626 0.699689 -0.704340 -0.119749 0.712007 0.700592 0.047087
-98.48858643 -96.47520447 -112.95330811 101.786301 64.978012 -8.160755 0.060040 -0.076277 0.995277 0.906146 -0.414048 -0.086396 0.419243 0.906797 0.044201
-98.99052429 -96.69833374 -112.93979645 103.358757 69.137939 -10.337743 0.063906 -0.064149 0.995892 0.934440 -0.346484 -0.082281 0.350734 0.935723 0.037532
-99.52849579 -96.90975952 -112.93399048 103.479408 73.290291 -12.081912 0.060181 -0.032983 0.997642 0.957774 -0.279603 -0.067020 0.280670 0.959672 0.015933
-100.28540802 -97.15554810 -112.93280792 -131.642990 81.449730 -135.659103 0.103914 -0.041265 0.993730 0.988886 0.111106 -0.098794 -0.106821 0.992873 0.052848
-100.87251282 -97.54285431 -112.90023041 -105.533577 66.101883 -163.645370 0.114072 0.008930 0.993432 0.914267 0.390314 -0.108490 -0.387636 0.921129 0.035479
-101.28726959 -98.25627899 -112.89916992 -99.831367 56.274960 -168.519897 0.110502 0.004230 0.993867 0.831712 0.547055 -0.094801 -0.543049 0.837727 0.057532
-101.68241119 -98.87979126 -112.92219543 -94.626671 31.386459 -174.907684 0.075773 0.034268 0.996536 0.520808 0.850892 -0.068860 -0.850907 0.523315 0.045807
-101.68410492 -99.51011658 -112.93162537 -93.530830 23.266481 -175.453552 0.072821 0.030140 0.996889 0.395008 0.916934 -0.056577 -0.916094 0.397197 0.054832
-101.56409454 -99.98674774 -112.92131805 -94.042870 18.983477 -175.629730 0.072057 0.045572 0.996359 0.325295 0.943259 -0.066668 -0.942592 0.329713 0.053013
-101.62658691 -100.46336365 -113.29183960 -94.689720 7.606291 -175.500931 0.077753 0.071159 0.994430 0.132365 0.987883 -0.081040 -0.988083 0.138822 0.066494
-101.61940765 -100.99788666 -113.59807587 -92.036766 7.773164 -177.146469 0.049326 0.028768 0.998368 0.135252 0.990185 -0.035214 -0.989682 0.136153 0.044622
-101.57993317 -101.47967529 -113.85317230 -93.049919 8.136835 -176.660843 0.057660 0.044883 0.997327 0.141538 0.988531 -0.052670 -0.988258 0.144482 0.049702
-101.60424042 -101.99429321 -114.24144745 -89.788368 4.023830 -178.207458 0.031203 -0.005887 0.999496 0.070171 0.997528 0.003685 -0.997078 0.069763 0.031125
-101.43991089 -102.46618652 -114.57354736 -90.712166 2.904799 -178.157349 0.032113 0.010794 0.999426 0.050677 0.998638 -0.012413 -0.998190 0.051758 0.030632
-101.48897552 -102.96623230 -115.03581238 -92.110542 2.178053 -176.993332 0.052414 0.034785 0.998019 0.038005 0.998600 -0.036801 -0.997977 0.039324 0.049952
-101.40478516 -103.46900177 -115.41036224 -91.616035 7.620318 -179.245178 0.013057 0.026453 0.999565 0.132608 0.990774 -0.027952 -0.990935 0.133970 0.009965
-101.37167358 -104.02275085 -115.71910095 -90.528114 9.196776 -176.749283 0.055976 0.000140 0.998432 0.159826 0.987103 -0.009099 -0.985492 0.160538 0.055075
-101.48741913 -104.56611633 -116.03315735 -89.483650 19.683661 -179.022385 0.016065 -0.014757 0.999762 0.336827 0.941528 0.008485 -0.941715 0.335874 0.019012
-101.78322601 -105.07790375 -116.28429413 -90.377747 36.522758 179.826309 -0.002436 0.008397 0.999962 0.595142 0.803603 -0.005298 -0.803757 0.594918 -0.006870
-102.38740540 -105.69437408 -116.47720337 -89.532951 50.709259 178.581314 -0.015678 0.011012 0.999816 0.773943 0.633235 0.005162 -0.633892 0.773209 -0.018111
-102.85226440 -106.17483521 -116.37417603 -100.033997 76.378433 -170.221756 0.039998 0.009168 0.999158 0.971872 0.231906 -0.041033 -0.231726 0.972780 0.001176
-103.73307037 -106.35626984 -116.42610931 -132.115128 86.945747 -138.904037 0.035023 0.018480 0.999216 0.998580 0.039524 -0.035732 -0.040209 0.999038 -0.017527
-104.73740387 -106.47172546 -116.34659576 132.124130 85.765511 -42.975487 0.050335 0.013478 0.998641 0.997270 -0.054766 -0.049526 0.053210 0.998461 -0.015650
-105.72753143 -106.64315796 -116.26556396 92.970680 78.021805 -3.017819 0.010926 -0.000322 0.999940 0.978227 -0.207260 -0.010756 0.207706 0.978191 -0.001160
-106.74661255 -106.60452271 -116.25360870 115.490158 79.657646 -27.472206 0.082820 0.027821 0.996176 0.983753 -0.162054 -0.077262 0.158810 0.986475 -0.040572
-107.57981873 -106.74659729 -116.25157166 120.226135 80.044884 -31.011259 0.089067 0.007000 0.996001 0.984943 -0.149373 -0.087029 0.148037 0.988795 -0.019211
-108.20759583 -106.94234467 -116.24260712 -101.665283 74.430916 -168.972519 0.051340 0.018005 0.998519 0.963307 0.262856 -0.054269 -0.263727 0.964591 -0.003613
-108.24491882 -107.13463593 -116.27191162 -92.501480 32.334160 -177.610840 0.035223 0.021332 0.999152 0.534856 0.844138 -0.036878 -0.844090 0.535908 0.017727
-107.32975006 -107.23451233 -116.26730347 -91.099205 -7.415452 -178.439301 0.027008 0.022691 0.999378 -0.129063 0.991454 -0.019023 -0.991170 -0.129088 0.030308
-106.18196106 -107.19370270 -116.34892273 -85.657158 -45.599640 -175.228622 0.058198 -0.016203 0.998174 -0.714468 0.697659 0.052982 -0.696874 -0.716584 0.029564
-105.09253693 -107.10993195 -116.36215210 -88.847198 -74.308891 -176.338867 0.017270 0.041386 0.998994 -0.962734 0.270396 0.005441 -0.270668 -0.961682 0.043656
-104.04859161 -106.80683136 -116.40072632 -75.042702 -82.229111 -163.401413 0.038625 0.026108 0.998913 -0.990817 0.130631 0.034898 -0.129376 -0.991130 0.030375
-102.91644287 -106.58569336 -116.48857117 -77.511726 -83.715866 -165.523972 0.027362 0.033220 0.999073 -0.993991 0.106869 0.023669 -0.105249 -0.993774 0.036560
-101.67430115 -106.43666077 -116.49473572 -32.715897 -86.514168 -121.031120 0.052100 0.028544 0.998234 -0.998150 0.032862 0.051156 -0.032093 -0.999034 0.030023
-100.50984192 -106.24528503 -116.49478149 -70.551994 -82.433853 -158.471191 0.048319 0.033296 0.998277 -0.991293 0.124158 0.043840 -0.122692 -0.991663 0.039396
-99.14693451 -106.21144867 -116.54042053 -73.934052 -85.804993 -162.573639 0.021907 0.022970 0.999496 -0.997321 0.070294 0.020244 -0.069330 -0.997292 0.024532
-97.85225677 -106.05027008 -116.59841919 -73.721794 -80.374352 -161.016220 0.054394 0.042808 0.997602 -0.985921 0.160507 0.046869 -0.157564 -0.986233 0.050187
-96.65699768 -106.12503815 -116.67037964 -81.459244 -79.674675 -171.356613 0.026936 -0.000615 0.999637 -0.983806 0.177249 0.026619 -0.176380 -0.984316 0.003414
-95.42774963 -106.06384277 -116.65917969 -90.454590 -81.116577 -179.358017 0.001730 0.019003 0.999818 -0.988005 0.154420 -0.001225 -0.155351 -0.987671 0.019277
-94.29872894 -106.01701355 -116.69400787 -86.972702 -77.089066 -176.652832 0.013046 0.004109 0.999906 -0.974719 0.223124 0.011800 -0.222278 -0.974966 0.005880
-93.13466644 -106.05281830 -116.66585541 -84.617973 -84.042458 -174.685349 0.009614 -0.001674 0.999952 -0.994599 0.103334 0.009735 -0.104070 -0.994569 -0.001073
-92.13822937 -105.87384033 -116.69744110 -92.661102 -77.392616 -178.796265 0.004585 0.066897 0.997749 -0.975889 0.218034 -0.010134 -0.217381 -0.973914 0.065091
-91.10252380 -105.92478180 -116.79080963 -84.179192 -81.700394 -171.917053 0.020296 0.038006 0.999071 -0.989527 0.143605 0.014640 -0.143232 -0.988876 0.040105
-90.30252075 -105.76409149 -116.78739929 -92.340317 -82.736458 -178.007370 0.004396 0.075273 0.997153 -0.991975 0.126328 -0.005163 -0.126684 -0.989062 0.075545
-89.67748260 -105.62905121 -116.83424377 51.738365 -85.105896 -35.165237 0.049136 0.055665 0.997240 -0.996354 -0.066988 0.052831 0.068749 -0.996315 0.051289
-89.47023773 -105.46909332 -116.87554169 89.636711 -46.757080 4.060563 -0.048512 0.057906 0.997143 -0.728456 -0.685079 0.004344 0.682931 -0.726430 0.076848
-89.96112061 -105.38922119 -116.83493042 89.107666 -14.757347 -1.990220 0.033583 0.006719 0.999413 -0.254726 -0.966896 0.015060 0.966370 -0.255337 -0.030543
-90.91426086 -105.40270996 -116.81159973 90.185249 14.709186 -4.053512 0.068371 0.014723 0.997551 0.253913 -0.967222 -0.003127 0.965017 0.252892 -0.069199
-91.90850830 -105.28419495 -116.77239227 95.150330 52.366825 -5.046047 0.053706 -0.020047 0.998356 0.791936 -0.608139 -0.054813 0.608071 0.793678 -0.018007
-92.88224792 -105.29674530 -116.73951721 99.091820 67.281700 -7.351380 0.049416 -0.040174 0.997970 0.922415 -0.381349 -0.061026 0.384451 0.922941 0.019417
-93.90506744 -105.35887146 -116.67608643 98.328949 68.146103 -7.415531 0.048043 -0.025119 0.998529 0.928136 -0.368315 -0.053921 0.368523 0.929597 0.006376
-95.02753448 -105.23250580 -116.61878967 111.009521 72.821915 -22.267233 0.111913 0.006170 0.993699 0.955391 -0.275708 -0.105887 0.274052 0.961042 -0.035962
-96.03764343 -105.17252350 -116.63163757 98.293991 57.536091 -9.742482 0.090832 -0.000889 0.995866 0.843730 -0.531154 -0.077430 0.529746 0.846759 -0.048664
-96.83605957 -104.85290527 -116.65557098 97.753220 47.541248 -12.787670 0.149417 0.030242 0.988312 0.737764 -0.668888 -0.091070 0.658821 0.742104 -0.123436
-97.45339203 -104.42969513 -116.67869568 87.399033 26.019901 -4.613552 0.072282 0.080482 0.994132 0.438683 -0.897716 0.040780 0.895263 0.434363 -0.099163
-97.71037292 -104.01641083 -116.70738983 84.947548 2.156307 -4.451706 0.077564 0.090711 0.992852 0.037626 -0.995409 0.088005 0.996210 0.031368 -0.081125
-97.81089783 -103.41350555 -116.74522400 85.136185 -3.680875 -3.290300 0.057277 0.080976 0.995069 -0.064199 -0.994344 0.084613 0.996315 -0.068749 -0.051289
-98.06008148 -102.91738892 -116.98934937 86.687622 -10.282417 -4.095757 0.070277 0.044904 0.996516 -0.178500 -0.982296 0.056852 0.981247 -0.182863 -0.060954
-98.08663940 -102.42124939 -117.20008850 86.911430 -9.106079 -1.916774 0.033026 0.048564 0.998274 -0.158263 -0.985963 0.053201 0.986991 -0.158971 -0.024017
-98.07365417 -101.89441681 -117.48030090 87.660522 -9.671289 -2.014666 0.034656 0.034894 0.998790 -0.167995 -0.984966 0.040240 0.985063 -0.169759 -0.028871
-98.20214081 -101.33642578 -117.70991516 89.433533 -12.359974 -4.375865 0.074531 -0.006474 0.997198 -0.214053 -0.976774 0.009657 0.974147 -0.213056 -0.075124
-98.18804932 -100.78079987 -118.11203766 87.936310 -14.257564 -2.644656 0.044720 0.024616 0.998696 -0.246281 -0.968570 0.034901 0.967914 -0.248403 -0.037933
-98.24158478 -100.20265961 -118.44374084 87.581505 -15.022277 -7.184965 0.120799 0.009477 0.992632 -0.259195 -0.964965 0.040756 0.958356 -0.262081 -0.113438
-98.18837738 -99.55300903 -118.86683655 88.847588 -11.487816 -4.597354 0.078547 0.004087 0.996902 -0.199160 -0.979769 0.019709 0.976908 -0.199294 -0.077028
-98.44130707 -99.00357819 -119.17148590 93.442436 -7.944680 -2.572141 0.044447 -0.066177 0.996818 -0.138217 -0.988615 -0.059469 0.989447 -0.134454 -0.054012
-98.65798187 -98.34214783 -119.35023499 93.758301 5.961753 -0.753676 0.013083 -0.064179 0.997853 0.103865 -0.992453 -0.065193 0.994485 0.104739 -0.005399
-98.86391449 -97.77985382 -119.45966339 94.799057 18.545614 -1.048181 0.017343 -0.077849 0.996814 0.318060 -0.944747 -0.079317 0.948148 0.317710 0.008721
-99.41366577 -97.41930389 -119.41540527 95.295258 27.655109 -3.795624 0.058635 -0.061491 0.996384 0.464148 -0.881977 -0.081745 0.883493 0.467889 -0.022791
-99.91777039 -97.09529877 -119.42617035 93.766365 44.241768 -3.544209 0.044287 -0.022525 0.998765 0.697688 -0.714855 -0.047059 0.715341 0.698608 -0.015339
-100.44164276 -97.15095520 -119.41035461 101.907097 79.518394 -10.483116 0.033100 -0.027821 0.999065 0.983313 -0.178006 -0.037535 0.179147 0.983577 0.021960
-100.94114685 -97.74013519 -119.38126373 -108.624702 78.108246 -160.823700 0.067687 -0.002947 0.997702 0.978539 0.195272 -0.065810 -0.194303 0.980825 0.015125
-101.47624969 -98.47711182 -119.39413452 -92.813057 52.926647 -176.459503 0.037228 -0.000228 0.999307 0.797864 0.602111 -0.029586 -0.601387 0.798609 0.023611
-101.86167145 -99.22516632 -119.35704041 -92.500587 27.177820 -174.904282 0.079014 0.002927 0.996869 0.456754 0.888746 -0.038813 -0.885363 0.459947 0.067680
-101.89542389 -100.01589203 -119.36781311 -91.278938 20.525820 -175.372772 0.075551 -0.006032 0.997124 0.350629 0.936281 -0.020903 -0.933570 0.350916 0.072832
-101.99011230 -100.64384460 -119.69628143 -94.017860 8.555400 -176.253616 0.064613 0.060221 0.996092 0.148766 0.986442 -0.069288 -0.986767 0.152617 0.054756
-102.03508759 -101.24406433 -120.04959869 -92.084114 10.208482 -176.997421 0.051552 0.027039 0.998304 0.177230 0.983518 -0.035791 -0.982922 0.178177 0.046019
-102.01934052 -101.83638763 -120.27745056 -88.355629 5.188549 -179.307190 0.012042 -0.029787 0.999484 0.090434 0.995492 0.028578 -0.995918 0.089171 0.013966
-102.05587769 -102.33930969 -120.52492523 -88.663605 0.471940 178.543320 -0.025420 -0.023105 0.999410 0.008237 0.999694 0.023322 -0.999641 0.009078 -0.025218
-101.99748993 -102.95481873 -120.82294464 -88.209831 -1.111286 178.463776 -0.026804 -0.031748 0.999136 -0.019394 0.999324 0.031233 -0.999432 -0.019397 -0.027563
-101.94907379 -103.56299591 -121.15669250 -87.452011 -8.443548 178.743088 -0.021698 -0.047663 0.998628 -0.146835 0.988183 0.043974 -0.988811 -0.146448 -0.028381
-101.79472351 -103.92942810 -121.48340607 -95.816597 -8.265101 -179.329071 0.011588 0.103012 0.994613 -0.143753 0.984518 -0.100292 -0.989614 -0.141374 0.026013
-101.69094849 -104.45686340 -121.79292297 -93.630386 -13.458736 -178.863205 0.019295 0.067916 0.997504 -0.232745 0.970586 -0.061581 -0.972390 -0.230716 0.035030
-101.34396362 -104.99018097 -122.03845978 -92.002922 -21.755493 -176.475220 0.057101 0.057658 0.996702 -0.370646 0.928207 -0.032461 -0.926972 -0.367846 0.073569
-100.57816315 -105.68025970 -122.23126221 -88.308800 -44.830803 -173.100677 0.085192 0.055354 0.994826 -0.705016 0.708883 0.020930 -0.705130 -0.702185 0.098630
-99.77310944 -105.94001007 -122.21058655 -81.466202 -80.177277 -164.032196 0.046932 0.125396 0.990996 -0.985340 0.168712 0.025316 -0.162792 -0.977995 0.130482
-98.96894836 -105.59756470 -122.21619415 66.141914 -80.906555 -15.176807 0.041376 0.153947 0.987212 -0.987432 -0.144540 0.063925 0.153148 -0.977407 0.145677
-98.34840393 -105.15578461 -122.24624634 89.086731 -48.402073 4.106399 -0.047541 0.069442 0.996453 -0.747822 -0.663815 0.010582 0.662703 -0.744266 0.083020
-98.23298645 -104.40281677 -122.27601624 88.203659 -26.435856 1.020854 -0.015953 0.039270 0.999101 -0.445196 -0.894993 0.028069 0.895870 -0.443248 0.030800
-98.23526001 -103.78002167 -122.32826233 86.535416 -14.111129 -0.701918 0.011881 0.057446 0.998278 -0.243803 -0.968052 0.058608 0.969926 -0.243372 0.003562
-98.20432281 -103.20039368 -122.36299133 87.360161 -2.950214 -2.990792 0.052106 0.043312 0.997702 -0.051468 -0.997615 0.045997 0.997328 -0.052717 -0.050566
-98.46239471 -102.69463348 -122.62090302 89.434822 0.092499 -1.991758 0.034756 0.009914 0.999347 0.001614 -0.999950 0.009864 0.999374 0.001010 -0.035367
-98.49646759 -102.22771454 -123.02133179 91.270256 2.724059 0.801630 -0.013975 -0.022831 0.999642 0.047526 -0.998625 -0.022143 0.998789 0.046672 0.015557
-98.53749847 -101.73642731 -123.31497955 91.376808 2.264363 -0.817123 0.014250 -0.023462 0.999623 0.039510 -0.998931 -0.024009 0.999109 0.040046 -0.013349
-98.60354614 -101.30569458 -123.49705505 90.995445 1.598501 -1.105478 0.019286 -0.016832 0.999672 0.027895 -0.999460 -0.017366 0.999430 0.027620 -0.019436
-98.60415649 -100.83333588 -123.81026459 88.373634 4.690557 -0.670766 0.011668 0.029337 0.999501 0.081774 -0.996249 0.028287 0.996530 0.082067 -0.013856
-98.74242401 -100.49931335 -124.09072113 91.193504 0.617016 -0.800141 0.013964 -0.020677 0.999689 0.010769 -0.999725 -0.020828 0.999855 0.011009 -0.013011
-98.75332642 -100.13229370 -124.49506378 92.485207 4.121884 0.023097 -0.000402 -0.043390 0.999058 0.071878 -0.996475 -0.043249 0.997384 0.072214 0.003140
-98.82067871 -99.77686310 -124.64126587 91.235184 1.249381 -0.183130 0.003195 -0.021487 0.999764 0.021804 -0.999530 -0.021551 0.999775 0.021016 -0.003002
-98.94731903 -99.44263458 -124.78471375 91.513725 -0.762988 -1.783768 0.031125 -0.026818 0.999156 -0.013316 -0.999562 -0.026414 0.999413 -0.013244 -0.031582
-98.99032593 -99.09053040 -125.14154053 94.573898 0.533269 0.321307 -0.005608 -0.079796 0.996795 0.009307 -0.996772 -0.079741 0.999936 0.008919 0.006937
-99.12239075 -98.59666443 -125.36213684 93.501060 -2.107045 -1.009331 0.017603 -0.061704 0.997939 -0.036767 -0.997459 -0.061026 0.999160 -0.036015 -0.019551
-99.21353912 -98.08560944 -125.51752472 90.804832 -0.199542 -1.716004 0.029945 -0.014145 0.999451 -0.003483 -0.999895 -0.014046 0.999568 -0.003026 -0.029251
-99.15803528 -97.76345825 -125.71900940 91.449440 3.063794 -1.463397 0.025502 -0.023922 0.999389 0.053448 -0.998251 -0.025259 0.998267 0.053648 -0.024194
-99.25918579 -97.70142365 -125.68238831 91.861229 0.577746 -2.291362 0.039979 -0.032050 0.998686 0.010083 -0.999422 -0.032477 0.999137 0.011272 -0.039965
-99.34571075 -97.69463348 -125.68856049 91.860786 1.359934 -0.837507 0.014613 -0.032121 0.999377 0.023733 -0.999191 -0.032462 0.999642 0.023295 -0.013167
-99.36208344 -97.67504883 -125.69520569 90.581131 3.909673 -1.212854 0.021117 -0.008697 0.999739 0.068184 -0.997621 -0.010119 0.997420 0.068897 -0.020139
-99.36712646 -97.70495605 -125.68975830 91.875237 5.071444 -1.518687 0.026399 -0.030370 0.999190 0.088398 -0.995552 -0.032595 0.995688 0.089926 -0.022752
-99.42036438 -97.62088013 -125.75659180 86.479774 5.910001 -0.574651 0.009976 0.062429 0.998000 0.102966 -0.992808 0.061075 0.994742 0.101105 -0.016307
-99.54849243 -97.50995636 -125.86191559 78.605064 6.583122 3.063804 -0.053096 0.191282 0.980098 0.114645 -0.973825 0.196268 0.992081 0.121913 0.030199
-99.72511292 -97.50019073 -125.86708069 79.487968 1.886529 7.176338 -0.124856 0.176969 0.976265 0.032920 -0.982684 0.182343 0.991572 0.055655 0.116990
