//X Y Z Scalar_field Scalar_field_#2 Scalar_field_#3 Scalar_field_#4 Scalar_field_#5 Scalar_field_#6 Scalar_field_#7 Scalar_field_#8 Scalar_field_#9 Nx Ny Nz
476
-106.22418976 -108.22594452 -84.96990204 -91.759529 -63.988396 179.092010 -0.006950 0.016466 0.999840 -0.898705 0.438346 -0.013466 -0.438211 -0.898794 0.011844
-104.91964722 -108.06382751 -85.03450012 -90.791412 -86.478752 -177.705673 0.002459 0.053755 0.998551 -0.998112 0.061413 -0.000848 -0.061951 -0.996657 0.053256
-103.49906158 -108.16986847 -85.01607513 95.270706 -80.349823 5.788579 -0.016907 0.007617 0.999828 -0.985850 -0.166923 -0.015399 0.166782 -0.985941 0.010211
-102.00937653 -108.02888489 -84.98532104 92.194717 -82.419136 3.236942 -0.007449 0.017696 0.999816 -0.991260 -0.131829 -0.005052 0.132651 -0.990982 0.018950
-100.34718323 -108.16545105 -85.01843262 98.256660 -76.639771 8.203008 -0.032970 -0.004758 0.999445 -0.972937 -0.228677 -0.033184 0.229497 -0.973303 0.003531
-98.64602661 -108.08031464 -85.04955292 92.629730 -80.291382 3.714843 -0.010926 0.018011 0.999778 -0.985678 -0.168460 -0.007737 0.168265 -0.985550 0.019459
-97.04958344 -108.19538116 -85.12467194 103.032806 -81.055023 13.502595 -0.036304 0.005433 0.999326 -0.987838 -0.151481 -0.035063 0.151796 -0.988360 0.010120
-95.48085785 -108.15316772 -85.13686371 104.414047 -82.826752 15.194915 -0.032729 0.011641 0.999396 -0.992173 -0.120939 -0.031084 0.120085 -0.992626 0.016525
-94.10404205 -108.14850616 -85.14216614 116.024986 -85.144760 27.541195 -0.039136 0.024969 0.998922 -0.996412 -0.076056 -0.037136 0.074043 -0.996894 0.026827
-92.57773590 -108.19093323 -85.12886810 102.481628 -79.526588 14.084637 -0.044237 0.024016 0.998732 -0.983339 -0.177483 -0.039287 0.175825 -0.983919 0.031439
-91.19934082 -108.00095367 -85.12812042 110.425278 -85.601120 22.440338 -0.029278 0.034109 0.998989 -0.997054 -0.071877 -0.026767 0.070053 -0.996909 0.035565
-89.92019653 -108.02893829 -85.22039032 91.588142 -76.630928 1.286160 -0.005190 -0.005879 0.999969 -0.972901 -0.231134 -0.006408 0.230024 -0.973179 -0.003539
-89.22207642 -107.55262756 -85.19483948 92.865509 -50.508118 2.198232 -0.024394 -0.020391 0.999494 -0.771715 -0.635174 -0.031793 0.636526 -0.771254 -0.001375
-89.23876190 -107.02444458 -85.27271271 89.835800 1.638679 0.728596 -0.012711 0.002502 0.999916 0.028596 -0.999587 0.002865 0.999478 0.029486 0.013218
-90.03967285 -107.04814148 -85.26464081 89.533813 39.513607 -0.368855 0.004967 0.012232 0.999913 0.636261 -0.771448 0.006277 0.771670 0.635901 -0.012469
-91.35166168 -107.34059906 -85.19035339 92.220901 61.232407 -2.076095 0.017434 -0.006995 0.999824 0.876579 -0.480896 -0.018650 0.481358 0.876523 -0.001326
-92.68664551 -107.28450012 -85.24285889 101.104675 82.490837 -11.975261 0.027116 0.013448 0.999542 0.991424 -0.128238 -0.025170 0.127707 0.991672 -0.016657
-93.99956512 -107.35597992 -85.20915222 126.133377 84.810402 -36.588005 0.053914 0.005961 0.998528 0.995901 -0.073053 -0.053336 0.072819 0.997300 -0.009498
-95.05934143 -107.07579803 -85.18740845 99.589462 66.970299 -10.801035 0.073312 0.006418 0.997288 0.920302 -0.385742 -0.065170 0.383538 0.922848 -0.035343
-95.84148407 -106.42371368 -85.18663788 92.507317 52.589157 -6.711258 0.070999 0.049290 0.996258 0.794300 -0.606945 -0.026577 0.602806 0.793622 -0.082398
-96.47747803 -105.95248413 -85.16655731 90.450424 22.440310 -3.582484 0.057754 0.016005 0.998203 0.381721 -0.924249 -0.007266 0.922245 0.381940 -0.059886
-96.79925537 -105.27385712 -85.23280334 92.342857 8.713470 -1.530073 0.026393 -0.036823 0.998973 0.151493 -0.987632 -0.040407 0.987971 0.153130 -0.021552
-96.89002228 -104.48847961 -85.25530243 90.408127 5.387243 -3.429759 0.059561 -0.001494 0.998224 0.093887 -0.995558 -0.007092 0.993684 0.095223 -0.059375
-97.10546875 -103.80077362 -85.65135193 88.230438 -8.575521 -2.302821 0.039732 0.024866 0.998901 -0.149113 -0.988349 0.030535 0.987997 -0.150322 -0.035572
-97.08695221 -103.18672943 -86.12139130 90.818130 -5.471366 1.180815 -0.020514 -0.012311 0.999714 -0.095348 -0.995342 -0.014213 0.995175 -0.096377 0.018409
-97.08699036 -102.52240753 -86.59380341 90.676773 -6.504263 -0.308407 0.005348 -0.012421 0.999909 -0.113277 -0.993494 -0.011736 0.993423 -0.114249 -0.007617
-97.11550903 -101.79980469 -86.98218536 89.127090 0.462061 -0.954941 0.016666 0.015367 0.999743 0.008064 -0.999851 0.015234 0.999831 0.007006 -0.017014
-97.10633850 -101.13688660 -87.52737427 88.628784 -0.507558 -1.565336 0.027316 0.023679 0.999346 -0.008858 -0.999674 0.023929 0.999584 -0.009115 -0.027344
-97.18465424 -100.48774719 -87.88016510 91.917824 2.373501 -2.510771 0.043770 -0.031621 0.998541 0.041414 -0.998582 -0.033437 0.998115 0.043396 -0.043396
-97.19796753 -99.78443146 -88.36791992 91.105980 4.433184 -1.763353 0.030679 -0.016915 0.999386 0.077296 -0.996822 -0.019244 0.996479 0.078641 -0.029086
-97.34754944 -99.18439484 -88.64545441 91.948601 7.082695 -0.595052 0.010306 -0.032721 0.999411 0.123302 -0.991795 -0.033743 0.992280 0.123898 -0.005482
-97.42130280 -98.49641418 -89.06513977 91.405640 19.383451 1.780012 -0.029301 -0.034825 0.998964 0.331889 -0.943035 -0.023140 0.942411 0.332088 0.039748
-97.86144257 -97.69017029 -89.50868225 99.438568 28.437515 -3.843714 0.058946 -0.132131 0.989478 0.476200 -0.867432 -0.144203 0.877475 0.479472 0.012020
-98.45887756 -96.70977783 -89.50996399 100.298744 58.235485 -8.310852 0.076092 -0.055989 0.995528 0.850219 -0.517948 -0.094115 0.519624 0.854343 0.009448
-99.02770996 -96.40614319 -89.49079895 108.586380 74.670013 -18.308361 0.083049 -0.015446 0.996426 0.964419 -0.250589 -0.084266 0.250127 0.968195 -0.005984
-99.76068878 -96.70454407 -89.45716095 120.673447 77.606476 -30.842901 0.110035 -0.007318 0.993901 0.976697 -0.184597 -0.109490 0.183230 0.982988 -0.012676
-100.47534943 -97.05086517 -89.48174286 -145.823303 83.683601 -123.879341 0.091339 -0.002359 0.995817 0.993930 0.061803 -0.091020 -0.061533 0.998078 0.007300
-101.26522064 -97.53791809 -89.45620728 -102.639542 59.768574 -167.447632 0.109425 0.030363 0.993531 0.863999 0.491292 -0.110173 -0.492573 0.869805 0.028496
-101.58415985 -98.44779968 -89.48647308 -98.640907 42.266888 -172.705444 0.093961 0.064596 0.993478 0.672585 0.731620 -0.111182 -0.734380 0.678214 0.026679
-101.78506470 -99.45416260 -89.53546143 -94.677055 20.694981 -176.356979 0.059440 0.058995 0.996487 0.353393 0.932360 -0.076278 -0.933773 0.356155 0.034968
-101.86679077 -100.25117493 -89.59466553 -91.365341 -0.935126 -178.444580 0.027140 0.024262 0.999337 -0.016320 0.999583 -0.023824 -0.999505 -0.015283 0.027509
-101.65148926 -100.81639862 -89.96624756 -93.420380 -1.807194 177.561676 -0.042523 0.058268 0.997395 -0.031536 0.997722 -0.059632 -0.998566 -0.034578 -0.040865
-101.49063873 -101.42689514 -90.32470703 -92.352333 -5.777051 -178.082489 0.033291 0.044387 0.998460 -0.100658 0.994083 -0.040836 -0.994414 -0.098227 0.038629
-101.50060272 -102.14128876 -90.83428955 -89.664284 -4.851444 -179.242401 0.013175 -0.004741 0.999902 -0.084573 0.996400 0.005838 -0.996366 -0.084365 0.011747
-101.43659210 -102.72724915 -91.19326782 -90.833191 -4.322453 -179.352585 0.011267 0.015392 0.999818 -0.075370 0.997050 -0.014500 -0.997098 -0.075233 0.011656
-101.56330109 -103.39165497 -91.62580109 -87.703911 0.445259 -179.100449 0.015699 -0.040181 0.999069 0.007771 0.999167 0.040062 -0.999831 0.006992 0.016980
-101.49452972 -104.05897522 -92.02281952 -87.920143 2.057608 -178.963974 0.018069 -0.036935 0.999154 0.035904 0.998697 0.036269 -0.999160 0.036015 0.019551
-101.53180695 -104.65563202 -92.48179626 -89.692497 1.343597 -177.815186 0.038113 -0.006257 0.999254 0.023448 0.999711 0.005365 -0.998982 0.023810 0.038303
-101.58761597 -105.17572784 -92.80208588 -91.680359 11.495400 -178.171082 0.031275 0.022951 0.999247 0.199289 0.979519 -0.028735 -0.979580 0.199217 0.027112
-101.98450470 -105.88901520 -93.30173492 -90.124390 29.357325 -176.297363 0.056285 -0.029493 0.997979 0.490255 0.871577 -0.001892 -0.869691 0.489635 0.062418
-102.66848755 -106.48802948 -93.60022736 -88.962349 57.585709 178.804474 -0.011184 -0.000495 0.999937 0.844194 0.535949 0.009707 -0.537389 0.843308 -0.006768
-103.65115356 -106.90318298 -93.57905579 -91.778809 67.528984 178.793549 -0.008048 0.050481 0.998693 0.924073 0.382032 -0.011864 -0.382555 0.922634 -0.048978
-104.68655396 -107.28518677 -93.57503510 -94.003036 80.564491 -176.030457 0.011349 0.001519 0.999934 0.986471 0.163537 -0.011444 -0.162760 0.986665 0.001122
-105.81232452 -107.31624603 -93.53984833 144.000778 87.363342 -54.269161 0.037343 0.004179 0.999294 0.998941 -0.027039 -0.037217 0.027180 0.999618 -0.005033
-107.04598999 -107.20672607 -93.43869781 -124.877907 84.189873 -146.785248 0.055453 0.031332 0.997970 0.994863 0.083048 -0.057888 -0.085431 0.995977 -0.027035
-108.21262360 -107.46337128 -93.43205261 -105.343895 80.133675 -162.483505 0.051573 -0.033617 0.998103 0.985210 0.165242 -0.045341 -0.164074 0.985607 0.040728
-108.77305603 -107.73809052 -93.46714020 -91.428108 32.844776 -174.657288 0.078228 -0.025671 0.996605 0.542365 0.839882 -0.020939 -0.836224 0.542762 0.078351
-108.29787445 -107.93177795 -93.47537231 -89.690849 -10.281386 -177.969864 0.034856 0.000930 0.999392 -0.178483 0.983929 0.005309 -0.983285 -0.178885 0.033906
-107.02761078 -107.80577850 -93.47809601 -91.158386 -45.647789 179.496414 -0.006144 0.013932 0.999884 -0.715056 0.698924 -0.014133 -0.700124 -0.713988 0.006932
-105.68858337 -107.68192291 -93.57727814 -90.826530 -76.974693 -178.091003 0.007508 0.046869 0.998873 -0.974271 0.225358 -0.003251 -0.225317 -0.973127 0.047499
-104.24438477 -107.59201050 -93.61698914 91.150772 -85.285255 2.314209 -0.003319 0.020168 0.999791 -0.996616 -0.082178 -0.001651 0.082584 -0.996376 0.020378
-102.88688660 -107.46668243 -93.60204315 164.056076 -89.578644 75.174911 -0.007109 0.019519 0.999784 -0.999973 -0.002020 -0.007071 0.000997 -0.999820 0.018940
-101.37338257 -107.48763275 -93.60299683 108.472939 -83.132080 19.096376 -0.039122 0.008654 0.999197 -0.992824 -0.113419 -0.037890 0.112583 -0.993570 0.012023
-99.89595032 -107.30191040 -93.62939453 121.091377 -86.638420 32.267258 -0.031305 0.019735 0.999315 -0.998279 -0.050214 -0.030280 0.049041 -0.998556 0.021912
-98.44812012 -107.39059448 -93.68539429 115.687775 -83.357567 25.236681 -0.049318 -0.010452 0.998728 -0.993287 -0.104241 -0.050140 0.104515 -0.994509 -0.005387
-96.90342712 -107.36648560 -93.75167084 114.174095 -86.124252 24.932371 -0.028494 0.012354 0.999518 -0.997713 -0.061666 -0.027680 0.061786 -0.997997 0.013614
-95.51822662 -107.52174377 -93.79521942 -144.281815 -88.805801 126.418991 -0.016771 0.012333 0.999783 -0.999783 0.012167 -0.016921 -0.013011 -0.999831 0.013011
-94.03391266 -107.63288116 -93.78225708 116.258636 -86.212669 26.594126 -0.029570 0.004979 0.999550 -0.997816 -0.059237 -0.029224 0.059208 -0.998219 0.007271
-92.81603241 -107.51239014 -93.75231171 110.520432 -81.043701 21.643097 -0.057419 0.015381 0.998232 -0.987807 -0.145803 -0.054573 0.145811 -0.989028 0.023737
-91.78144836 -107.58123779 -93.82031250 92.492821 -57.702156 4.503681 -0.041957 0.022951 0.998856 -0.845282 -0.533815 -0.023240 0.533864 -0.844477 0.042986
-91.84568787 -107.40119171 -93.79498291 94.144836 -21.937012 1.060168 -0.017163 -0.065371 0.997713 -0.373587 -0.925169 -0.067045 0.927111 -0.374681 -0.008951
-92.71032715 -107.24979401 -93.78525543 94.073074 10.384705 -1.967942 0.033778 -0.064812 0.997326 0.180257 -0.981135 -0.069865 0.983090 0.181796 -0.022001
-93.60494995 -106.96573639 -93.80970001 95.942848 46.709740 -4.889748 0.058448 -0.041449 0.997430 0.727889 -0.682010 -0.070994 0.683029 0.730326 -0.009738
-94.47182465 -106.68471527 -93.82968903 97.213943 59.006969 -6.203630 0.055645 -0.032938 0.997907 0.857230 -0.510858 -0.064663 0.512919 0.858436 -0.001339
-95.50027466 -106.41761780 -93.76699829 93.628853 43.901981 -3.777310 0.047467 -0.017565 0.998718 0.693427 -0.719082 -0.045604 0.719460 0.694216 -0.021037
-96.37228394 -105.79959869 -93.76759338 93.969002 33.976040 -5.477208 0.079154 -0.015687 0.996739 0.558846 -0.827282 -0.057399 0.824756 0.562526 -0.057803
-97.14055634 -105.21736145 -93.76760864 93.099281 8.733675 -1.838901 0.031717 -0.049173 0.998287 0.151842 -0.986959 -0.053439 0.987866 0.153466 -0.023872
-97.37390900 -104.39428711 -93.85778809 90.206467 -3.380986 -1.951656 0.033997 -0.005610 0.999406 -0.058975 -0.998253 -0.003597 0.997665 -0.058561 -0.035137
-97.51879883 -103.78540039 -94.14400482 89.779739 -14.411386 -1.468699 0.024824 -0.002536 0.999689 -0.248882 -0.968527 0.003723 0.968313 -0.248441 -0.025450
-97.63933563 -103.13168335 -94.40250397 89.090530 -13.510562 -1.519578 0.025785 0.009672 0.999621 -0.233625 -0.972204 0.015433 0.972037 -0.233720 -0.022773
-97.67317963 -102.51347351 -94.88579559 91.688637 -10.300149 -0.324289 0.005569 -0.030479 0.999520 -0.178805 -0.983457 -0.028993 0.984055 -0.177565 -0.010310
-97.76401520 -101.84195709 -95.21109009 90.105103 -8.760417 -0.711510 0.012273 -0.003726 0.999918 -0.152303 -0.988332 -0.001813 0.988283 -0.152130 -0.012396
-97.66542816 -101.21550751 -95.66366577 89.400711 -4.649728 -1.037748 0.018052 0.008990 0.999797 -0.081064 -0.996654 0.010425 0.996606 -0.080285 -0.018198
-97.71855164 -100.55339813 -96.06002808 89.493401 -5.866418 -2.393040 0.041536 0.004566 0.999127 -0.102210 -0.994724 0.008795 0.993805 -0.103267 -0.041085
-97.63370514 -99.91815948 -96.53504181 90.236542 -3.124082 -1.556252 0.027118 -0.005607 0.999617 -0.054499 -0.998505 -0.004122 0.998206 -0.053758 -0.026352
-97.81251526 -99.28273010 -96.93335724 91.803604 0.543724 0.453364 -0.007912 -0.031548 0.999471 0.009490 -0.999460 -0.031472 0.999920 0.008937 0.008937
-97.94773865 -98.58903503 -97.38681030 91.118477 17.133871 0.768805 -0.012822 -0.023470 0.999642 0.294605 -0.955437 -0.018654 0.955694 0.293774 0.018593
-98.33505249 -98.05031586 -97.68588257 99.347725 24.787819 -1.899502 0.030093 -0.148624 0.988436 0.419259 -0.895811 -0.147461 0.907492 0.418536 0.035874
-98.86556244 -97.33229828 -97.74131012 101.419724 47.013123 -6.537845 0.077633 -0.115067 0.990320 0.731510 -0.668333 -0.134999 0.677982 0.734363 0.032419
-99.28698730 -96.96803284 -97.71772003 105.315262 70.469261 -12.349747 0.071502 -0.063604 0.995410 0.942462 -0.322440 -0.088302 0.325964 0.944655 0.037070
-100.01152802 -97.31555939 -97.71398926 -158.867538 83.437225 -107.888550 0.108766 -0.054338 0.992581 0.993447 0.041205 -0.106606 -0.035137 0.997665 0.058561
-100.76840973 -97.86931610 -97.75852966 -97.138100 64.136803 -172.111832 0.059867 0.000549 0.998206 0.899838 0.432843 -0.054206 -0.431600 0.901712 0.025232
-101.41088104 -98.56627655 -97.78086853 -92.994354 34.776897 -176.240997 0.053850 0.014782 0.998440 0.570382 0.820258 -0.042907 -0.819585 0.571901 0.034787
-101.49316406 -99.42478180 -97.79278564 -94.625412 23.253981 -175.003235 0.080024 0.046059 0.995728 0.394808 0.915772 -0.074090 -0.915119 0.399446 0.054774
-101.50289917 -100.20302582 -97.84144592 -91.847282 12.731840 -178.298309 0.028966 0.025680 0.999250 0.220388 0.974905 -0.031443 -0.975175 0.220278 0.022623
-101.57822418 -100.82607269 -98.27439880 -91.745216 0.021301 -178.496094 0.026245 0.030435 0.999192 0.000372 0.999536 -0.030455 -0.999633 0.001003 0.027071
-101.45014191 -101.35006714 -98.63265991 -94.815681 -1.039685 -178.340652 0.028952 0.084439 0.996008 -0.018145 0.996306 -0.083937 -0.999444 -0.015313 0.029606
-101.36656189 -101.92454529 -98.91614532 -93.539291 -9.977405 -178.971970 0.017670 0.064826 0.997740 -0.173260 0.982998 -0.060799 -0.984604 -0.172392 0.028925
-101.27066803 -102.51336670 -99.32106781 -91.596825 -10.001665 -174.540588 0.093695 0.044257 0.994617 -0.173677 0.984420 -0.027443 -0.980515 -0.169728 0.098906
-101.21512604 -103.18894196 -99.76304626 -89.073456 -5.664718 -175.758377 0.073601 -0.008827 0.997249 -0.098707 0.994986 0.016092 -0.992515 -0.098910 0.071625
-101.27503967 -103.82637024 -100.33788300 -91.495857 -0.109570 -176.480835 0.061382 0.026173 0.997771 -0.001912 0.999657 -0.026105 -0.998136 -0.001034 0.061026
-101.36770630 -104.52471924 -100.76804352 -92.672913 10.945263 -178.348801 0.028291 0.041150 0.998752 0.189871 0.980741 -0.045786 -0.981622 0.189804 0.019795
-101.55614471 -105.25569153 -101.30947113 -91.889732 22.413410 -178.548553 0.023416 0.023313 0.999454 0.381287 0.923954 -0.030485 -0.923813 0.382667 0.011596
-101.77645874 -105.91651154 -101.63810730 -94.420799 40.117867 -174.561920 0.072473 0.015850 0.997244 0.644362 0.762445 -0.058945 -0.762216 0.645826 0.044001
-102.29633331 -106.74364471 -101.77646637 -97.485924 54.282158 -172.181351 0.079418 0.019563 0.996649 0.811902 0.578818 -0.076058 -0.577038 0.816195 0.029199
-102.80789948 -107.31360626 -101.71930695 -102.211662 73.994766 -166.832977 0.062808 -0.008043 0.997993 0.961237 0.269486 -0.058322 -0.268630 0.962899 0.025759
-103.67731476 -107.39436340 -101.70212555 -96.425346 66.847755 -176.463898 0.024250 0.055342 0.998173 0.919463 0.390706 -0.044000 -0.392631 0.918783 -0.040982
-103.73722839 -107.92291260 -101.70815277 -94.577271 26.191008 -179.075989 0.014471 0.072698 0.997249 0.441365 0.894466 -0.071610 -0.897147 0.441285 -0.019878
-103.40916443 -108.18795776 -101.76461029 -90.363586 -21.015945 -178.313797 0.027468 0.016896 0.999480 -0.358628 0.933462 -0.005924 -0.933324 -0.357581 0.032273
-102.47875977 -108.01863098 -101.80635834 -88.500443 -50.883678 -174.938232 0.055664 0.042364 0.997550 -0.775867 0.630681 0.016510 -0.628339 -0.774999 0.067579
-101.35459900 -107.83357239 -101.82846069 -86.896828 -67.825294 -174.547272 0.035865 0.033978 0.998779 -0.926037 0.376879 0.020432 -0.374393 -0.926130 0.045978
-100.12532043 -107.88937378 -101.85410309 -95.228500 -82.117538 175.250626 -0.011355 0.009141 0.999894 -0.990551 0.136571 -0.012497 -0.136446 -0.990617 0.007765
-98.89883423 -107.78087616 -101.90430450 -93.697250 -80.813118 178.524002 -0.004112 0.039088 0.999227 -0.987173 0.159323 -0.010295 -0.160716 -0.986263 0.038156
-97.75559235 -107.86103821 -101.94041443 -102.348022 -80.046875 167.582275 -0.037168 0.001945 0.999307 -0.984949 0.168844 -0.036962 -0.168617 -0.985676 -0.003395
-96.60083771 -107.81087494 -101.88485718 -74.627472 -81.630173 -166.133896 0.034884 -0.028750 0.998978 -0.989349 0.140354 0.038588 -0.141066 -0.989717 -0.023699
-97.41151428 -108.17053223 -102.23130798 -89.219810 -83.419205 178.016998 -0.003966 -0.047980 0.998840 -0.993411 0.114594 0.001560 -0.114018 -0.992292 -0.048542
-94.14181519 -107.80413055 -102.11281586 -57.313816 -87.301353 -145.742920 0.026503 0.026888 0.999287 -0.998891 0.039627 0.025426 -0.038538 -0.998861 0.028122
-93.20043182 -107.60623932 -102.06896210 -65.367065 -85.774590 -153.602722 0.032758 0.029690 0.999022 -0.997282 0.066975 0.030710 -0.065210 -0.997390 0.031001
-92.52801514 -107.33247375 -102.04513550 85.194374 -73.586609 -4.788736 0.023589 0.003685 0.999715 -0.959248 -0.281572 0.023672 0.280979 -0.959707 -0.003649
-92.49822998 -106.92730713 -102.11523438 87.388054 -30.653639 -3.544918 0.053191 0.013993 0.998486 -0.509847 -0.859371 0.039203 0.859228 -0.510038 -0.039868
-93.47640228 -106.68471527 -102.07889557 88.498367 -5.300587 -2.841394 0.049359 0.021595 0.998548 -0.092381 -0.995382 0.026093 0.994408 -0.094230 -0.047670
-94.56286621 -106.52346802 -102.02830505 89.224495 18.620680 0.214063 -0.003541 0.012342 0.999918 0.319301 -0.947566 0.012826 0.947936 0.318457 -0.001239
-95.53823090 -106.22313690 -101.98437500 91.716835 35.401787 -1.007361 0.014330 -0.019775 0.999702 0.579307 -0.814744 -0.024421 0.815569 0.578659 -0.001362
-96.47844696 -105.89625549 -102.04943848 85.876633 25.564806 3.284785 -0.051689 0.047124 0.997551 0.431532 -0.899763 0.064865 0.900174 0.434796 0.025263
-96.93518066 -105.34706116 -102.08255768 87.826180 13.259883 2.136372 -0.036284 0.029361 0.998910 0.229368 -0.972639 0.036920 0.972871 0.229689 0.027659
-97.29161835 -104.70480347 -102.00114441 89.185188 5.152322 -1.646001 0.028608 0.016794 0.999450 0.089804 -0.995859 0.014163 0.995481 0.090300 -0.029375
-97.42996979 -104.28255463 -101.99694061 89.648666 -2.955130 0.015128 -0.000264 0.006145 0.999981 -0.051554 -0.998651 0.006124 0.998629 -0.052343 0.001026
-97.26834869 -103.95565796 -102.01438904 88.514908 0.721745 -1.996117 0.034829 0.026340 0.999046 0.012596 -0.999585 0.025915 0.999299 0.011228 -0.035726
-97.36705780 -103.63861847 -102.23613739 89.206131 -5.630708 -0.178214 0.003095 0.013550 0.999903 -0.098116 -0.995079 0.013788 0.995256 -0.097281 -0.001069
-97.55187225 -103.40630341 -102.29617310 93.698769 -9.530184 0.026458 -0.000455 -0.064435 0.997922 -0.165567 -0.984144 -0.063621 0.986312 -0.164574 -0.010215
-97.51607513 -103.05020142 -102.48669434 93.943810 -6.944935 1.436984 -0.024893 -0.065731 0.997527 -0.120915 -0.990312 -0.068273 0.992328 -0.122523 0.016557
-97.41130066 -102.55966187 -102.79476166 91.886452 -7.113442 -1.178546 0.020410 -0.035457 0.999163 -0.123834 -0.991765 -0.032665 0.992004 -0.123583 -0.025607
-97.52994537 -102.09226990 -103.16855621 92.915947 -10.558326 -3.034619 0.052043 -0.060487 0.996811 -0.183236 -0.981796 -0.050010 0.981527 -0.180525 -0.063363
-97.45661926 -101.61390686 -103.50167084 94.390823 -10.123150 -0.622990 0.010704 -0.078460 0.996860 -0.175764 -0.981543 -0.075368 0.984401 -0.174261 -0.024235
-97.33557129 -101.13591766 -103.66625214 89.757858 -12.830156 -2.424625 0.041249 -0.005172 0.999135 -0.222062 -0.975024 0.004121 0.974368 -0.220953 -0.042259
-97.50167084 -100.69512177 -104.02017975 90.941612 -11.573744 -2.412193 0.041233 -0.024862 0.998840 -0.200629 -0.979535 -0.016099 0.978879 -0.199600 -0.044223
-97.45658875 -100.23805237 -104.39791107 93.191971 -8.858723 -0.548459 0.009458 -0.057151 0.998321 -0.153999 -0.986538 -0.055017 0.988071 -0.152794 -0.019241
-97.44782257 -99.72963715 -104.66163635 89.477615 -10.069269 0.582754 -0.010014 0.010895 0.999891 -0.174839 -0.984556 0.008977 0.984498 -0.174946 0.012578
-97.65824127 -99.20967102 -104.90147400 89.403236 -6.005542 -0.272389 0.004728 0.009918 0.999940 -0.104625 -0.994458 0.010358 0.994518 -0.104516 -0.003232
-97.79035187 -98.71006012 -105.32999420 91.232574 3.398634 0.395157 -0.006885 -0.021919 0.999736 0.059283 -0.998010 -0.021473 0.998212 0.059331 0.007286
-98.21662140 -98.19876099 -105.58598328 92.082306 10.703968 0.394813 -0.006771 -0.037613 0.999269 0.185735 -0.981951 -0.035703 0.982491 0.185877 0.012700
-98.83473969 -97.58084106 -105.71784973 92.844200 21.078564 -2.528580 0.041166 -0.033725 0.998583 0.359648 -0.931939 -0.046300 0.931736 0.362127 -0.027063
-99.56612396 -97.15995026 -105.69374847 98.043793 49.013432 -4.727836 0.054060 -0.077848 0.995498 0.754863 -0.649429 -0.091778 0.653253 0.756766 0.023780
-100.35727692 -97.29009247 -105.64760590 101.046158 66.835251 -8.446864 0.057784 -0.056974 0.996702 0.919378 -0.386088 -0.075371 0.388993 0.920748 0.030124
-101.09399414 -97.82989502 -105.62902832 179.294479 85.949860 -88.679245 0.070611 -0.010769 0.997446 0.997503 -0.000870 -0.070624 0.000989 0.999940 0.010880
-101.68032837 -98.31688690 -105.63726807 -102.530403 60.257481 -168.675629 0.097416 0.046300 0.994166 0.868264 0.484286 -0.107633 -0.486764 0.873508 0.006668
-101.99089813 -99.08749390 -105.67974091 -93.180199 42.090954 -175.406097 0.059436 0.001694 0.998231 0.670309 0.740939 -0.041168 -0.739673 0.671526 0.044011
-101.92455292 -99.85343933 -105.65541840 -93.434891 28.869732 -175.633789 0.066669 0.023049 0.997509 0.482820 0.874147 -0.052468 -0.873667 0.484151 0.048004
-101.92824554 -100.51069641 -106.05439758 -96.928314 12.949375 -174.380005 0.095440 0.098263 0.990573 0.224090 0.967452 -0.117560 -0.969924 0.232832 0.070970
-101.84627533 -101.08288574 -106.39218903 -94.404350 11.816169 -175.060120 0.084286 0.058929 0.994698 0.204772 0.975919 -0.075167 -0.975247 0.209770 0.069923
-101.82192993 -101.70324707 -106.70790100 -91.231133 8.749888 -177.194519 0.048376 0.014016 0.998731 0.152121 0.988134 -0.021236 -0.987055 0.153902 0.045129
-101.79091644 -102.23303986 -107.09619904 -91.312080 4.986479 -177.027191 0.051666 0.018361 0.998496 0.086921 0.995954 -0.022812 -0.994925 0.087429 0.049802
-101.60419464 -102.77884674 -107.43106842 -91.316925 4.964291 -175.266678 0.082209 0.015765 0.996490 0.086535 0.995986 -0.022896 -0.992912 0.087376 0.080568
-101.65381622 -103.35530853 -107.82250214 -90.410843 5.151159 -175.461868 0.078803 0.000044 0.996890 0.089784 0.995936 -0.007142 -0.992892 0.089644 0.078297
-101.51704407 -103.85675812 -108.19086456 -91.589317 9.849752 -176.691147 0.056867 0.017819 0.998223 0.171065 0.984881 -0.027326 -0.983793 0.171249 0.053146
-101.52085114 -104.49223328 -108.62889099 -91.742950 14.755837 -177.099274 0.048937 0.017493 0.998649 0.254700 0.966573 -0.029412 -0.965885 0.255349 0.043175
-101.59584045 -105.00903320 -109.02465057 -92.634483 33.754665 -176.787842 0.046587 0.014791 0.998805 0.555638 0.830546 -0.038216 -0.829278 0.557928 0.031842
-102.05236053 -105.63504028 -109.31801605 -95.083298 50.853874 -172.343018 0.084116 -0.015114 0.996341 0.775538 0.628817 -0.055936 -0.625664 0.777427 0.064428
-102.50032043 -106.27735138 -109.25144196 -100.981857 66.437370 -167.204636 0.088533 -0.013519 0.995982 0.916624 0.392431 -0.076152 -0.390301 0.919522 0.046307
-103.00881958 -106.68971252 -109.21643829 -104.377876 76.661766 -162.569244 0.069107 -0.045430 0.996574 0.973025 0.223473 -0.057286 -0.219262 0.973818 0.060021
