# boujou export: text
# Creation date : Fri Jan 10 14:16:21 2025
# The image sequence file name was 
# boujou frame 0 is image sequence file 1
# boujou frame 475 is image sequence file 476
# One boujou frame for every image sequence frame
# Exporting camera data for boujou frames 0 to 475
# First boujou frame indexed to animation frame 1
#The Camera (One line per time frame)
#Image Size 3840 1920
#Line Format: Camera Rotation Matrix (9 numbers - 1st row, 2nd row, 3rd row) Camera Translation (3 numbers) Focal Length (mm)
#rotation applied before translation
#R(0,0)	R(0,1)	R(0,2)	R(1,0)	R(1,1)	R(1,2)	R(2,0)	R(2,1)	R(2,2)	Tx	Ty	Tz	F(pix)
9.8520842332299874e-01	1.6866956579483000e-01	-3.0247978246399541e-02	-3.1274786768210730e-02	3.4338151477984087e-03	-9.9950492576381744e-01	-1.6848219587248375e-01	9.8566667108516692e-01	8.6581283122654663e-03	2.6367179017692521e+00	1.9758281592660181e+00	2.9531449271970047e+01	6.1115498147287815e+02
9.3414068128515826e-01	3.5683213792599761e-01	7.2119977303424891e-03	-3.5304307596373728e-02	1.1249234942469805e-01	-9.9302521477858408e-01	-3.5515460497259660e-01	9.2737063608035064e-01	1.1768139148856678e-01	2.2520296063137266e+00	2.7471059543138132e+00	2.9082142146825475e+01	6.1115498147287815e+02
8.4577874683986076e-01	5.3312004573538196e-01	-2.1007813524959326e-02	-4.8915412028771324e-02	3.8273483256301491e-02	-9.9806934776371414e-01	-5.3128673412767480e-01	8.4517344806526784e-01	5.8448685403654589e-02	1.5917527238083209e+00	3.2430702865199716e+00	2.9081993732010311e+01	6.1115498147287815e+02
7.8590383966490551e-01	6.1804690632937187e-01	-1.9317773594583445e-02	-5.7508602778560999e-02	4.1950639241245417e-02	-9.9746323464762798e-01	-6.1566867340024389e-01	7.8502112420236458e-01	6.8512182490706647e-02	8.1154922073868585e-01	3.2690885232012441e+00	2.9111346103221571e+01	6.1115498147287815e+02
4.7494011521389856e-01	8.7994326717996141e-01	1.1477521738780756e-02	-1.2025440927892381e-02	1.9530653126658588e-02	-9.9973693657828633e-01	-8.7993594978901668e-01	4.7467715358241275e-01	1.9857596425547627e-02	-1.5832084023474025e-01	3.3490408940209218e+00	2.8990695644909465e+01	6.1115498147287815e+02
-1.2550059900954030e-01	9.9154822929264452e-01	3.2889339228206832e-02	-7.3327894523999029e-02	2.3789835517533043e-02	-9.9702410382634499e-01	-9.8937991668161740e-01	-1.2753882825504637e-01	6.9722505365240786e-02	-1.0761200398935302e+00	2.9233329126827297e+00	2.8982265429999281e+01	6.1115498147287815e+02
-4.7276984454149068e-01	8.8116324790608014e-01	6.3249214874818516e-03	-8.9106452999097058e-02	-4.0664808692070606e-02	-9.9519164655254100e-01	-8.7666910184295554e-01	-4.7106019134888250e-01	9.7742426817734721e-02	-1.5422616866980774e+00	1.9001071607856117e+00	2.9027392718977090e+01	6.1115498147287815e+02
-7.9927725379860259e-01	6.0028920446834588e-01	2.8438399373466088e-02	-5.8064310733309504e-02	-3.0038718410373880e-02	-9.9786081755690170e-01	-5.9815082327054436e-01	-7.9921870998808764e-01	5.8864643256774749e-02	-1.8740060112256214e+00	8.4077730870164835e-01	2.8971555243261164e+01	6.1115498147287815e+02
-9.5554054117845966e-01	2.9392562319792237e-01	2.3452125534576658e-02	-2.7634115805614385e-02	-1.0082622963625269e-02	-9.9956725454459316e-01	-2.9356196928079525e-01	-9.5577511410471794e-01	1.7756729712849268e-02	-2.1022495367847354e+00	5.4754957871156584e-02	2.8868361263241717e+01	6.1115498147287815e+02
-9.9309954867929995e-01	1.1691231948569797e-01	-9.2084724816416958e-03	3.4627461855264059e-03	-4.9253912150082402e-02	-9.9878028691337672e-01	-1.1722327329428095e-01	-9.9192013876641616e-01	4.8509200238596034e-02	-1.8505435895253650e+00	-6.5735025316276463e-01	2.8397319434928939e+01	6.1115498147287815e+02
-9.9972107023486045e-01	-7.8131914465448538e-03	2.2287569806627217e-02	-2.2215411302518043e-02	-9.2037177155539843e-03	-9.9971084173418501e-01	8.0160606987215721e-03	-9.9992712015408014e-01	9.0275772631625267e-03	-1.6969011723587994e+00	-1.4379679458125532e+00	2.8131166194350577e+01	6.1115498147287815e+02
-9.9698286118259050e-01	-7.7222189052991330e-02	7.8681653541301418e-03	-7.6820417643713220e-03	-2.7069988694257002e-03	-9.9996682864555664e-01	7.7240926603105442e-02	-9.9701023348558726e-01	2.1056073966162162e-03	-1.7293214014928020e+00	-2.2182390530428693e+00	2.7577367268975692e+01	6.1115498147287815e+02
-9.9937823847756779e-01	-3.4610766668242865e-02	6.7254210358993743e-03	-5.5728283675821298e-03	-3.3290948873877790e-02	-9.9943016579802268e-01	3.4814939917499843e-02	-9.9884623819370399e-01	3.3077369980510134e-02	-1.6887977150924962e+00	-2.9598419344213474e+00	2.7047633474925568e+01	6.1115498147287815e+02
-9.9859025114681210e-01	-5.2661491337125721e-02	6.6541449260523961e-03	-3.5126357479448658e-03	-5.9523976345427068e-02	-9.9822069585344309e-01	5.2963871692403297e-02	-9.9683682895957415e-01	5.9255081851025647e-02	-1.7680338631645642e+00	-3.7576255865392909e+00	2.6396559147025719e+01	6.1115498147287815e+02
-9.9985220611426917e-01	1.6619877255600490e-02	-4.3983642912194358e-03	2.9895936242760185e-03	-8.3857459953624647e-02	-9.9647327547711417e-01	-1.6930099184328251e-02	-9.9633915214154634e-01	8.3795379654690499e-02	-1.8448295636225589e+00	-4.4949634431380501e+00	2.5913355950289265e+01	6.1115498147287815e+02
-9.9794487462293013e-01	6.3403489475334529e-02	9.2749520848352408e-03	-1.5234793961250784e-02	-9.4171979155072000e-02	-9.9543937002460148e-01	-6.2240889026291102e-02	-9.9353491929794191e-01	9.4944383029482091e-02	-1.9160131050850806e+00	-5.2574720608432184e+00	2.5370184597112740e+01	6.1115498147287815e+02
-9.9585334042890283e-01	8.1168485320404438e-02	-4.1082859532746242e-02	3.6480358541899474e-02	-5.7394917811545640e-02	-9.9768482340369435e-01	-8.3338513289178240e-02	-9.9504648152746999e-01	5.4195865179479094e-02	-1.8955349612523877e+00	-6.1527440132130824e+00	2.4912193634973093e+01	6.1115498147287815e+02
-9.8564781016801062e-01	1.6504348444057904e-01	3.5482989653043515e-02	-5.0778530325419714e-02	-8.9399446696365154e-02	-9.9470059806374644e-01	-1.6099669303745384e-01	-9.8222624032047545e-01	9.6497034446183211e-02	-1.9156066445901854e+00	-7.0358272145388767e+00	2.4392480919973956e+01	6.1115498147287815e+02
-8.1565708936742898e-01	5.7848238358524673e-01	-7.8513977218064787e-03	-3.9100865132948366e-02	-6.8661983191009718e-02	-9.9687343951483276e-01	-5.7721281596176421e-01	-8.1279989169894051e-01	7.8623795022127491e-02	-2.3501917435734416e+00	-7.7862333439637395e+00	2.4178862555579620e+01	6.1115498147287815e+02
-6.5600104734979325e-01	7.5388191108061342e-01	-3.6396291314040131e-02	-5.5636950302100974e-02	-9.6391845533452189e-02	-9.9378727194291294e-01	-7.5270655347024606e-01	-6.4990051258642456e-01	1.0517684204636854e-01	-3.2992623834104444e+00	-8.2890276631355295e+00	2.4227135451234702e+01	6.1115498147287815e+02
-4.1682593682838043e-01	9.0896987357848746e-01	5.4687579807345642e-03	-8.5676281474260485e-02	-3.3297572762695196e-02	-9.9576646179757267e-01	-9.0493961852705218e-01	-4.1552983114912662e-01	9.1756450701255543e-02	-4.3047841744129727e+00	-8.9024519077892101e+00	2.4222351108791081e+01	6.1115498147287815e+02
-2.6339217155480099e-01	9.6426635176834219e-01	-2.8547623561661011e-02	-7.2993431442990142e-02	-4.9428646389101619e-02	-9.9610680545929364e-01	-9.6192334566212923e-01	-2.6028294558713083e-01	8.3404228350024312e-02	-5.4028255903135580e+00	-9.1208848228029353e+00	2.4226084829567185e+01	6.1115498147287815e+02
-2.1980477501423640e-01	9.7553600095164150e-01	-3.9206795610189325e-03	-9.7034273856739628e-02	-2.5862148735108351e-02	-9.9494497283010541e-01	-9.7070603715957016e-01	-2.1831321561023814e-01	1.0034505125755544e-01	-6.4731864413167113e+00	-9.0671874991989707e+00	2.4265073471483149e+01	6.1115498147287815e+02
3.0875734168675617e-01	9.5109429634260689e-01	-9.4097512767044554e-03	-1.4084086583827871e-01	3.5933169142201730e-02	-9.8937993605354790e-01	-9.4065549191213049e-01	3.0680359649123989e-01	1.4504757397346801e-01	-7.1799379412171325e+00	-9.0303661978389904e+00	2.4285501198783557e+01	6.1115498147287815e+02
8.0961387021234399e-01	5.8651946895379758e-01	-2.2809947346397585e-02	-7.3516359511116111e-02	6.2771566388557146e-02	-9.9531657041232846e-01	-5.8234073019497989e-01	8.0749900494754967e-01	9.3939506943006984e-02	-7.2676296966795721e+00	-8.6610387987578292e+00	2.4251956823551716e+01	6.1115498147287815e+02
9.7855597561725727e-01	-2.0520329557205280e-01	-1.7883234330709555e-02	-9.4184844680898702e-03	4.2153468233192271e-02	-9.9906675315828530e-01	2.0576563059481717e-01	9.7781117430835396e-01	3.9316824180436430e-02	-6.9751463400918965e+00	-8.4968683634455466e+00	2.4216935532192828e+01	6.1115498147287815e+02
7.1427435143784446e-01	-6.9848552796291330e-01	-4.3933109432610265e-02	-2.8223191157451161e-02	3.3975125297291554e-02	-9.9902409497565359e-01	6.9929650532441334e-01	7.1481722005517201e-01	4.5540700103320099e-03	-6.1687141874899103e+00	-8.6000565599317191e+00	2.4172469884815975e+01	6.1115498147287815e+02
5.0333728895037277e-01	-8.6314235707571241e-01	-4.0457940801185671e-02	-5.5622582154496083e-03	4.3583978460522657e-02	-9.9903428274764305e-01	8.6407212363068053e-01	5.0307624496028047e-01	1.7136420893243562e-02	-5.0079146321581858e+00	-8.6572179993503759e+00	2.4165012569655374e+01	6.1115498147287815e+02
1.8215637226391412e-01	-9.8321182648480621e-01	-1.0656467710374803e-02	3.7800944033097916e-02	1.7832208804007037e-02	-9.9912616868910886e-01	9.8254269356290935e-01	1.8159437378284149e-01	4.0414585690822541e-02	-3.7050436612355617e+00	-8.4899738605486625e+00	2.4222807018094286e+01	6.1115498147287815e+02
1.5365383482866829e-01	-9.8781569032498706e-01	-2.4711555803185584e-02	1.9201865698604575e-02	2.7988781089540747e-02	-9.9942379223571376e-01	9.8793814958029502e-01	1.5309079032029155e-01	2.3268487767182863e-02	-2.1181785519240863e+00	-8.6495382517121016e+00	2.4134866216775301e+01	6.1115498147287815e+02
9.4223291234344031e-02	-9.9551955127880554e-01	-7.9242924361816111e-03	2.3541540400882896e-02	1.0185482067792963e-02	-9.9967097178551745e-01	9.9527270999687401e-01	9.4005739062531235e-02	2.4395773379534341e-02	-4.7698011952010910e-01	-8.5889373884510416e+00	2.4096727278601449e+01	6.1115498147287815e+02
3.1912805588218518e-02	-9.9943795216850084e-01	-1.0264141694371178e-02	3.0304025602190206e-02	1.1232179366989911e-02	-9.9947761564677873e-01	9.9903115010083199e-01	3.1585090025220919e-02	3.0645443646785682e-02	1.1360586329825937e+00	-8.6682229319044168e+00	2.4059896223686636e+01	6.1115498147287815e+02
7.2396486352539535e-02	-9.9731463235796491e-01	-1.1057705390554690e-02	3.9047293145322487e-02	1.3912448233527309e-02	-9.9914050697695833e-01	9.9661128714350311e-01	7.1902488613727389e-02	3.9949649176469558e-02	2.8513152470139760e+00	-8.7801176352494092e+00	2.4081243524129725e+01	6.1115498147287815e+02
-2.4154394374295618e-02	-9.9920973926466505e-01	-3.1566789368760714e-02	3.3772022452790297e-02	3.0742405395433745e-02	-9.9895663319783390e-01	9.9913763603012151e-01	-2.5195266800403571e-02	3.3002769565557470e-02	4.3415429063226236e+00	-8.6928092532599361e+00	2.4147304342862206e+01	6.1115498147287815e+02
1.0694490546986213e-01	-9.9426025695481834e-01	-3.0542812871722572e-03	8.9048462613515664e-02	1.2637719319704463e-02	-9.9594711674695147e-01	9.9026923535986500e-01	1.0623949120047266e-01	8.9888887017546118e-02	5.6803690104364586e+00	-8.8321461616023207e+00	2.4150428827584861e+01	6.1115498147287815e+02
2.1556599156380224e-01	-9.7634635125588853e-01	-1.6706455950563519e-02	4.4869338429626364e-02	2.6994354480788157e-02	-9.9862808256880786e-01	9.7545786467176687e-01	2.1452064519639802e-01	4.9627079649307307e-02	6.8146273603779166e+00	-8.7557527905627719e+00	2.4115704464317034e+01	6.1115498147287815e+02
6.5645503624079338e-01	-7.5410633081458567e-01	-1.9759231246732508e-02	3.7714198500874221e-02	5.8968396164022940e-02	-9.9754717556879491e-01	7.5342181055869095e-01	6.5409966372045014e-01	6.7150616492022031e-02	7.4530630562834341e+00	-8.5513176219157927e+00	2.4126537681616725e+01	6.1115498147287815e+02
9.9662341041377633e-01	-7.6962611331096775e-02	-2.8610037964186392e-02	-2.5892981141352321e-02	3.6072939488377344e-02	-9.9901366185066853e-01	7.7918748339710853e-02	9.9638120189702850e-01	3.3958344532770954e-02	7.2968655271991087e+00	-8.3308380786804044e+00	2.4073106483949999e+01	6.1115498147287815e+02
9.2642183071047080e-01	3.7634978708411149e-01	1.0170021868399541e-02	-1.0957635598761225e-02	5.3955096828130683e-02	-9.9848323859159105e-01	-3.7632767876565276e-01	9.2490523043607631e-01	5.4109083404216780e-02	6.3424965900528028e+00	-8.3393110174194440e+00	2.4071704714186531e+01	6.1115498147287815e+02
7.5746211924552487e-01	6.5248194259635073e-01	-2.2769551900980133e-02	-4.3146296284371756e-02	1.5227976316985442e-02	-9.9895270451319718e-01	-6.5145186700555224e-01	7.5765125441919667e-01	3.9686794428349458e-02	5.3419384120537323e+00	-8.1633462715167404e+00	2.4038521943293418e+01	6.1115498147287815e+02
5.5203013298190329e-01	8.3318689168389581e-01	-3.2593493309409909e-02	-9.9254442726938841e-02	2.6849561299777065e-02	-9.9469978217398569e-01	-8.2789569867160639e-01	5.5233930204552495e-01	9.7519267516297276e-02	4.4364854102081397e+00	-7.6056629986851654e+00	2.4060889467777720e+01	6.1115498147287815e+02
7.4356146727626848e-01	6.6829708505887431e-01	-2.2256470604630249e-02	-3.4280750651678786e-02	4.8581969583183539e-03	-9.9940043428901504e-01	-6.6778827072412739e-01	7.4387862183566344e-01	2.6522093792791548e-02	3.5481959149877502e+00	-7.1503653747692981e+00	2.4055975090633886e+01	6.1115498147287815e+02
9.2607826786637815e-01	3.7603023220563525e-01	-3.1309842749283626e-02	-2.3610326509288151e-02	-2.5067831965271556e-02	-9.9940690225887785e-01	-3.7659207940121864e-01	9.2626824854786916e-01	-1.4336577845825498e-02	3.2084528981896687e+00	-6.5455578402333412e+00	2.3994301313137200e+01	6.1115498147287815e+02
9.4815362749726195e-01	3.1552535215630978e-01	-3.8058518237324014e-02	-5.4051942468684028e-02	4.2089929267794340e-02	-9.9765065296906141e-01	-3.1318219326638935e-01	9.4798322242583444e-01	5.6962477298526451e-02	2.9890669954282485e+00	-5.7243789233726012e+00	2.4074045422259189e+01	6.1115498147287815e+02
9.9856958157074827e-01	5.3427097238266830e-02	2.0823165738997687e-03	6.4437156779282613e-04	2.6917273665023639e-02	-9.9963745686309957e-01	-5.3463777895915110e-02	9.9820889880782726e-01	2.6844343798298288e-02	2.6455700142917333e+00	-5.1078475708502609e+00	2.4024728068191557e+01	6.1115498147287815e+02
9.9966106960172607e-01	2.5326506903517232e-02	6.0261074334235802e-03	4.8718981956190621e-03	4.5390307916176514e-02	-9.9895744882114301e-01	-2.5573629595827763e-02	9.9864823035708683e-01	4.5251535597752003e-02	2.7515022642314984e+00	-4.6436515122609237e+00	2.3710401970896356e+01	6.1115498147287815e+02
9.9969166187566416e-01	1.8958181374851946e-02	-1.6036475149837689e-02	-1.6001635907518331e-02	-1.9879672881749008e-03	-9.9986998936579008e-01	-1.8987596597683343e-02	9.9981830116527659e-01	-1.6839924062403318e-03	2.9562974452073645e+00	-3.9932280371952333e+00	2.3408659501837221e+01	6.1115498147287815e+02
9.9969441083960553e-01	2.1041363957246650e-02	-1.2974819415819062e-02	-1.2289693136536821e-02	-3.2369680314279350e-02	-9.9940040386171636e-01	-2.1448738393299416e-02	9.9925445448052441e-01	-3.2101196584641403e-02	2.8416817669477936e+00	-3.2463412411614390e+00	2.2986743377776598e+01	6.1115498147287815e+02
9.9659726056244802e-01	5.9355646685594066e-02	5.7190973465742943e-02	5.7918028595253947e-02	-1.0600474564479897e-02	-9.9826506094456091e-01	-5.8646416796456768e-02	9.9818061348913334e-01	-1.4002165953648608e-02	3.0113848723381684e+00	-2.5910433374857966e+00	2.2444340596073438e+01	6.1115498147287815e+02
9.9857944893259931e-01	-5.3281461161700849e-02	-4.1239051966719155e-04	-1.8772935709231893e-03	-2.7446551085647249e-02	-9.9962150967371244e-01	5.3249975946615402e-02	9.9820227044921983e-01	-2.7507586802693954e-02	3.1086135376431114e+00	-1.8257939514216823e+00	2.1921421626452300e+01	6.1115498147287815e+02
9.9272014151593568e-01	1.2044246726321772e-01	5.7680857284905275e-04	5.9308446993250365e-03	-4.4099326749111704e-02	-9.9900954673187581e-01	-1.2029773775817021e-01	9.9174031956950515e-01	-4.4492615459677434e-02	3.1058368458254408e+00	-9.4812152970158614e-01	2.1348315944360714e+01	6.1115498147287815e+02
9.9400527574201902e-01	1.0845076733124859e-01	-1.3854344527847930e-02	-1.4321214202626494e-02	3.5271760651379366e-03	-9.9989122501038519e-01	-1.0839010388774184e-01	9.9409556386409315e-01	5.0591782866086701e-03	3.0309438304580665e+00	-2.4543426163779092e-01	2.0916180451400361e+01	6.1115498147287815e+02
9.6304797503391826e-01	2.6689025387984072e-01	3.6168911609613906e-02	2.7161165154141506e-02	3.7366646445044033e-02	-9.9893243257035202e-01	-2.6795684146992671e-01	9.6300224616425756e-01	2.8736822929047182e-02	2.8983026875597018e+00	6.1822489807695913e-01	2.0371784757174645e+01	6.1115498147287815e+02
9.1532182782245108e-01	4.0260471852715701e-01	9.7668895476690706e-03	-2.8576601459830688e-02	8.9121675330867470e-02	-9.9561071952607350e-01	-4.0170801505667508e-01	9.1102511908612516e-01	9.3080089349646455e-02	2.6232122861423370e+00	1.3529261780075394e+00	1.9895932241769323e+01	6.1115498147287815e+02
7.3090762066091297e-01	6.7998912501631348e-01	5.8213743388927257e-02	-2.1408430146377805e-03	8.7581800371975244e-02	-9.9615503062263899e-01	-6.8247305210608156e-01	7.2797267675590127e-01	6.5469955291400483e-02	2.2595697434930599e+00	2.2811682077875313e+00	1.9466549905783893e+01	6.1115498147287815e+02
4.7332834163834919e-01	8.7832742253855944e-01	6.7091130700422455e-02	-7.8286064589025220e-03	8.0354567010749806e-02	-9.9673560008731854e-01	-8.8085128933481271e-01	4.7125797858209884e-01	4.4910173679383339e-02	1.6058779106795220e+00	2.8828588713834638e+00	1.9410414707665879e+01	6.1115498147287815e+02
2.7857367175949477e-01	9.6016392143310325e-01	2.1953436647578088e-02	-6.6595152598487195e-02	4.2114514356102965e-02	-9.9689089339352188e-01	-9.5810322776453394e-01	2.7624556405262918e-01	7.5674257765947356e-02	7.7339242138242437e-01	3.2162651794340356e+00	1.9492015138990986e+01	6.1115498147287815e+02
-7.5403636147266639e-02	9.9714262514263552e-01	-4.5691114480488279e-03	-7.3849521373082400e-02	-1.0153934857250649e-02	-9.9721770230972229e-01	-9.9441467197982236e-01	-7.4856414091036938e-02	7.4404149216922316e-02	1.2640204210524830e-01	3.4847903336177062e+00	1.9495647948878123e+01	6.1115498147287815e+02
-3.0118263805070383e-01	9.5343593213647604e-01	-1.5777891109647047e-02	-3.7421603173278015e-02	-2.8351385902120919e-02	-9.9889730329667581e-01	-9.5283190655684946e-01	-3.0026009096861045e-01	4.4218046301949962e-02	-4.4670761505317680e-01	3.3066765619641441e+00	1.9458594607430470e+01	6.1115498147287815e+02
-4.3487258229514120e-01	9.0021709025208918e-01	2.2249215402302045e-02	-7.0982139660034235e-02	-9.6378182055578340e-03	-9.9743102433678121e-01	-8.9769002056235414e-01	-4.3533470212963621e-01	6.8090558115365185e-02	-9.9708494462498276e-01	2.4849945593462124e+00	1.9499495555852704e+01	6.1115498147287815e+02
-8.1938069352706489e-01	5.7290411982432377e-01	1.9903481188559214e-02	-4.8278753243565044e-02	-3.4369065264851249e-02	-9.9824242012552633e-01	-5.7121313102935001e-01	-8.1890148176757971e-01	5.5820445165811229e-02	-1.5709030289290786e+00	1.6706503668532555e+00	1.9419161213214188e+01	6.1115498147287815e+02
-9.8335100333402847e-01	1.7918553697442141e-01	3.0221640940693812e-02	-3.8521658786558159e-02	-4.3023037269912259e-02	-9.9833115751658497e-01	-1.7758627775335561e-01	-9.8287413314384275e-01	4.9209270980660330e-02	-1.7325723685125505e+00	7.6063206781123593e-01	1.9400392728808452e+01	6.1115498147287815e+02
-9.9918703461864888e-01	4.0260810020968318e-02	2.0825528676959772e-03	-3.8061823728820741e-03	-4.2782474361341034e-02	-9.9907716061536811e-01	-4.0134558995155334e-02	-9.9827287204650450e-01	4.2900933676176728e-02	-1.6207437164894438e+00	-2.7152888359174732e-02	1.9401083515019415e+01	6.1115498147287815e+02
-9.9642920801816581e-01	-7.5150408556028947e-02	3.8487004328125352e-02	-3.4646624084345191e-02	-5.1754601652219623e-02	-9.9805865190748122e-01	7.6996395031516063e-02	-9.9582823684693866e-01	4.8966088780591076e-02	-1.6436012729292511e+00	-5.6649484752405410e-01	1.9145157401806699e+01	6.1115498147287815e+02
-9.8646575956326654e-01	-1.6346917957078033e-01	-1.2772334936247449e-02	1.4082730651755665e-02	-6.8597872064512979e-03	-9.9987730248109574e-01	1.6336150680823747e-01	-9.8652459201478515e-01	9.0690376228132908e-03	-1.8274392077774904e+00	-1.2030819009294778e+00	1.8833081734907722e+01	6.1115498147287815e+02
-9.9467440079028013e-01	-1.0306030436417635e-01	1.1874665726796987e-03	7.9102733216679551e-04	-1.9154445491569434e-02	-9.9981622386000057e-01	1.0306410960299228e-01	-9.9449066404983122e-01	1.9133960109410056e-02	-1.7035343771764537e+00	-1.8179151013174102e+00	1.8469398679890155e+01	6.1115498147287815e+02
-9.9234675847464893e-01	-1.2342143726309956e-01	3.8806917898678416e-03	-9.9534340437434574e-04	-2.3431088660268936e-02	-9.9972495886403800e-01	1.2347842012418409e-01	-9.9207768491590709e-01	2.3128918166011644e-02	-1.8091140342999237e+00	-2.4891874395968188e+00	1.7912554995943346e+01	6.1115498147287815e+02
-9.9661468260113517e-01	-7.7944982824945663e-02	-2.6148691673923093e-02	2.8161047173878503e-02	-2.4831076955132356e-02	-9.9929493796342206e-01	7.7240726601382925e-02	-9.9664838196310102e-01	2.6942028216583667e-02	-1.7887273298799595e+00	-3.1189038056327059e+00	1.7498872149110433e+01	6.1115498147287815e+02
-9.8836841975406586e-01	-1.5061810716984980e-01	-2.1025047572416789e-02	2.3620003666697850e-02	-1.5460275856825313e-02	-9.9960145823083746e-01	1.5023302652757764e-01	-9.8847112535622561e-01	1.8838048661195067e-02	-1.7278319251468748e+00	-3.7840874783085052e+00	1.7047191577252818e+01	6.1115498147287815e+02
-9.9759044187475221e-01	-6.8596829126853776e-02	-1.0381970616329030e-02	1.2334883939656913e-02	-2.8107475531554595e-02	-9.9952879921362880e-01	6.8272695261958616e-02	-9.9724843687668141e-01	2.8885882861415670e-02	-1.7230939766828013e+00	-4.4203368369029583e+00	1.6554486062823798e+01	6.1115498147287815e+02
-9.9426589418310041e-01	-9.9279079525757152e-02	-3.9736583053892535e-02	4.1085880306613393e-02	-1.1582774385613880e-02	-9.9908847945362833e-01	9.8728324728576178e-02	-9.9499221288714135e-01	1.5595325909979734e-02	-1.6029391289045853e+00	-5.1026803351684196e+00	1.6189607876011507e+01	6.1115498147287815e+02
-9.8919308575356713e-01	-1.4549861342237863e-01	1.8088465648072212e-02	-2.0082304941039998e-02	1.2246275760906054e-02	-9.9972332660503804e-01	1.4523684148862304e-01	-9.8928266042731861e-01	-1.5035878832166725e-02	-1.5111695266176597e+00	-5.7709309259694050e+00	1.5802181074972944e+01	6.1115498147287815e+02
-9.9083406649498207e-01	-1.3386309709444344e-01	1.8125228531004980e-02	-1.1123537075639185e-02	-5.2868770843630036e-02	-9.9853951348577652e-01	1.3462585040007902e-01	-9.8958858335460187e-01	5.0895148081995217e-02	-1.2683150434391954e+00	-6.3435995412592154e+00	1.5375213316834166e+01	6.1115498147287815e+02
-9.9920531064039719e-01	2.1300483177046026e-02	3.3690304309285310e-02	-3.5531866558710885e-02	-9.2986626354463794e-02	-9.9503315210000387e-01	-1.8061939178333819e-02	-9.9543948923861780e-01	9.3669576797797360e-02	-1.4249655207260221e+00	-7.0100663870175755e+00	1.4957048738445478e+01	6.1115498147287815e+02
-8.5252853973851217e-01	5.2235394674934577e-01	-1.8478182992434561e-02	3.1274272574109349e-04	-3.4842926268868660e-02	-9.9939275196541733e-01	-5.2268058230941361e-01	-8.5201662237564613e-01	2.9541226655106910e-02	-1.9591605472431577e+00	-7.5990445340362074e+00	1.4949739098239977e+01	6.1115498147287815e+02
-4.1150032850851376e-01	9.1066636773400178e-01	3.6800085808941625e-02	-1.8106480470839240e-02	3.2200753715872624e-02	-9.9931740044146611e-01	-9.1122973777327132e-01	-4.1188575860096166e-01	3.2383420705225721e-03	-2.5956979847294681e+00	-7.6853962210014322e+00	1.4955383127224819e+01	6.1115498147287815e+02
-3.2426301129774138e-01	9.4567000300895510e-01	-2.3701158477259184e-02	2.1082302428006641e-02	-1.7824308355112256e-02	-9.9961884263753065e-01	-9.4573201068191359e-01	-3.2463909105452071e-01	-1.4157137099000254e-02	-3.7691608512739228e+00	-7.6126897841639183e+00	1.4990307748849338e+01	6.1115498147287815e+02
-1.8622644585696729e-01	9.8250660317164096e-01	6.9684116241605469e-04	-1.6840274161616750e-02	-2.4827967562127302e-03	-9.9985510994665094e-01	-9.8236251762251392e-01	-1.8621119849351436e-01	1.7008042978703460e-02	-4.8732315214526274e+00	-7.8735644429389726e+00	1.5054796869327829e+01	6.1115498147287815e+02
-1.7434381592551806e-01	9.8434818020340664e-01	-2.5746727535184831e-02	-2.3696601033595881e-02	-3.0333781148973501e-02	-9.9925889178964078e-01	-9.8439966728356021e-01	-1.7360449836178804e-01	2.8614213261388209e-02	-6.0798602484408288e+00	-7.7863540808627993e+00	1.5003660187080749e+01	6.1115498147287815e+02
-4.9127825840659350e-01	8.7093675586092334e-01	1.0716347672368575e-02	-3.5162338727439832e-02	-7.5379484268757284e-03	-9.9935318544983420e-01	-8.7029264201887924e-01	-4.9133730432765277e-01	3.4327403394874022e-02	-7.2340957081252730e+00	-7.9860909022120197e+00	1.5055839571815655e+01	6.1115498147287815e+02
-9.7167443791532015e-01	2.3604224878104216e-01	1.1525775129484196e-02	-2.9790522564153113e-02	-7.3959684171965134e-02	-9.9681617657546995e-01	-2.3443828925178054e-01	-9.6892415694293232e-01	7.8896556484592900e-02	-7.5978411584269514e+00	-8.4528534188802560e+00	1.5090376681248403e+01	6.1115498147287815e+02
-8.0852916589946666e-01	-5.8844415980591336e-01	-3.7494906621755274e-03	1.7011568882101371e-03	4.0344010949428825e-03	-9.9999041479058548e-01	5.8845364639464559e-01	-8.0852779444996092e-01	-2.2608951164176183e-03	-7.3203960180301477e+00	-8.6049133999493996e+00	1.5049976737730130e+01	6.1115498147287815e+02
-4.3849809140771806e-01	-8.9865528330621902e-01	1.1751834648605068e-02	6.9496365050162462e-03	-1.6466113503947659e-02	-9.9984027207275661e-01	8.9870525000371315e-01	-4.3834638003740251e-01	1.3465686906674410e-02	-6.2241930070251090e+00	-8.2259420611756688e+00	1.5030100791107706e+01	6.1115498147287815e+02
-6.1369427142849153e-02	-9.9666388894381186e-01	5.3804143776812183e-02	-2.4587586459126551e-03	-5.3754628316047291e-02	-9.9855114763367303e-01	9.9811209186046834e-01	-6.1412803306809927e-02	8.4833479202289178e-04	-4.9196458482066516e+00	-8.0638244018328091e+00	1.4965498510031674e+01	6.1115498147287815e+02
