# boujou export: text
# Creation date : Fri Jan 10 14:16:21 2025
# The image sequence file name was 
# boujou frame 0 is image sequence file 1
# boujou frame 475 is image sequence file 476
# One boujou frame for every image sequence frame
# Exporting camera data for boujou frames 0 to 475
# First boujou frame indexed to animation frame 1
#The Camera (One line per time frame)
#Image Size 3840 1920
#Line Format: Camera Rotation Matrix (9 numbers - 1st row, 2nd row, 3rd row) Camera Translation (3 numbers) Focal Length (mm)
#rotation applied before translation
#R(0,0)	R(0,1)	R(0,2)	R(1,0)	R(1,1)	R(1,2)	R(2,0)	R(2,1)	R(2,2)	Tx	Ty	Tz	F(pix)
1.6677744379573251e-01	-9.8594043424677291e-01	1.0331716132685293e-02	1.6907047184533376e-02	-7.6173217107412504e-03	-9.9982804929920599e-01	9.8584960110376951e-01	1.6692344510954760e-01	1.5398943999461675e-02	-3.4990602680925540e+00	-8.1698681544707039e+00	1.4983921793691533e+01	6.1115498147287815e+02
1.3171479132015113e-01	-9.9111457352102961e-01	1.8523387965410087e-02	7.4491918144142695e-03	-1.7696041547428903e-02	-9.9981566283733747e-01	9.9125966491570772e-01	1.3182849565924581e-01	5.0521721486068167e-03	-2.0093786147629862e+00	-8.0288880942164784e+00	1.5014676513408144e+01	6.1115498147287815e+02
2.2870839520618946e-01	-9.7349062667544284e-01	2.9102813032031178e-03	3.2969638300332497e-02	4.7578957194806346e-03	-9.9944502869275820e-01	9.7293652049481372e-01	2.2867741953104326e-01	3.3183804544814011e-02	-3.4718644443930646e-01	-8.1654478940836128e+00	1.4981566070296800e+01	6.1115498147287815e+02
1.6828325026179980e-01	-9.8554393553061215e-01	1.9593336116072842e-02	1.0926168296699016e-02	-1.8010660368405752e-02	-9.9977809285833352e-01	9.8567812521516207e-01	1.6845998709464155e-01	7.7373264372414697e-03	1.3539708368084087e+00	-8.0803130080377841e+00	1.4950444735465345e+01	6.1115498147287815e+02
1.5118811577179669e-01	-9.8844528525325215e-01	1.0866080709761019e-02	3.6304296671161716e-02	-5.4327528299371224e-03	-9.9932601449171810e-01	9.8783812018598804e-01	1.5148070259048185e-01	3.5063443215232429e-02	2.9504166758857693e+00	-8.1953831776816468e+00	1.4875328457127493e+01	6.1115498147287815e+02
1.2050454239424330e-01	-9.9259162842300031e-01	1.5508528200009536e-02	3.2728874824423423e-02	-1.1641434274647575e-02	-9.9939646675418914e-01	9.9217310788747015e-01	1.2093939057480624e-01	3.1083561448347743e-02	4.5191397372414546e+00	-8.1531658304965262e+00	1.4863136255457164e+01	6.1115498147287815e+02
7.5047124689261391e-02	-9.9679084260804185e-01	2.7855792371148463e-02	3.9135666834222142e-02	-2.4968870707985147e-02	-9.9892189638480200e-01	9.9641172647521348e-01	7.6056371122464272e-02	3.7136232366339617e-02	5.8959550861049470e+00	-8.1485063029583138e+00	1.4857837744421229e+01	6.1115498147287815e+02
1.7631445883667363e-01	-9.8383080685577173e-01	3.1466729837283568e-02	4.4236873609556450e-02	-2.4015553441316208e-02	-9.9873237266354797e-01	9.8333936696258806e-01	1.7748294755955862e-01	3.9287309747397192e-02	7.4222662630258229e+00	-8.1909294473722518e+00	1.4871131340632374e+01	6.1115498147287815e+02
7.0891674175409702e-02	-9.9683010706254538e-01	3.6112438110458674e-02	2.9277846032847922e-02	-3.4108500362548026e-02	-9.9898919810711440e-01	9.9705425041182427e-01	7.1877311139831979e-02	2.6767029701171181e-02	8.8006633154365410e+00	-8.0009523977710995e+00	1.4871880451986769e+01	6.1115498147287815e+02
2.3116445953673720e-01	-9.7290419075744450e-01	-4.5197625701581846e-03	5.1899864356881147e-03	5.8786508080721335e-03	-9.9996925228002631e-01	9.7290084627771056e-01	2.3113389425023578e-01	6.4082946901085295e-03	1.0079805176236938e+01	-8.0289384567469106e+00	1.4779610996682013e+01	6.1115498147287815e+02
6.3550085809114920e-01	-7.7210012357575575e-01	-2.4194982118209279e-04	2.4393846789579076e-02	2.0391316601399843e-02	-9.9949443942728800e-01	7.7171471387049495e-01	6.3517367182650464e-01	3.1793191318519251e-02	1.0777920152849351e+01	-7.5526281160236159e+00	1.4805157319593098e+01	6.1115498147287815e+02
9.9951021877264701e-01	2.8630460514039946e-02	1.2634053182156768e-02	1.2710850826011134e-02	-2.5019615239839149e-03	-9.9991608370893381e-01	-2.8596448037028599e-02	9.9958693314753111e-01	-2.8646536228719606e-03	1.0761234998896974e+01	-7.0244424137136434e+00	1.4727287928677958e+01	6.1115498147287815e+02
7.7145751154230613e-01	6.3617483196661961e-01	-1.1614260940609527e-02	-4.9665019256346452e-03	-1.2232177619538067e-02	-9.9991285004709651e-01	-6.3626145706271997e-01	7.7144796130583426e-01	-6.2770417791091276e-03	9.9603265021643139e+00	-7.0481447966564117e+00	1.4735356202943304e+01	6.1115498147287815e+02
4.8094204704391119e-01	8.7674949352118248e-01	-2.2523311396314902e-03	-1.7434420455292726e-02	6.9951704765424758e-03	-9.9982353871740426e-01	-8.7657902574074920e-01	4.8089644748152816e-01	1.8649890912422813e-02	8.6483405909677593e+00	-7.3405971213553904e+00	1.4809650079434107e+01	6.1115498147287815e+02
1.2784073609114893e-01	9.9165224596621915e-01	-1.6809796721748371e-02	-2.7115698494330688e-02	-1.3447863782443524e-02	-9.9954184197303819e-01	-9.9142396838629954e-01	1.2823797421139349e-01	2.5170158508044972e-02	7.3133533090308029e+00	-7.2844961794951253e+00	1.4757142599883448e+01	6.1115498147287815e+02
7.2627525087521794e-02	9.9731024114999101e-01	-9.8754998358688145e-03	-5.3914372471052699e-02	-5.9613279020006224e-03	-9.9852776777148156e-01	-9.9590083996385625e-01	7.3053031880899510e-02	5.3336399318799181e-02	6.0004362431140619e+00	-7.3559778136569243e+00	1.4790843966955364e+01	6.1115498147287815e+02
3.8427758746633639e-01	9.2258445107152776e-01	-3.4185763295567106e-02	-7.3312060834256898e-02	-6.4177142114543728e-03	-9.9728840095557847e-01	-9.2030216641453522e-01	3.8574180948575992e-01	6.5170383667469370e-02	4.9406588572342303e+00	-7.0757965785545025e+00	1.4812591361113190e+01	6.1115498147287815e+02
6.0336323936951219e-01	7.9321418495190221e-01	-8.2243894415442054e-02	-7.0999085572398063e-02	-4.9290447481390581e-02	-9.9625778874494531e-01	-7.9429964825965549e-01	6.0694456796166629e-01	2.6577437732295917e-02	4.1585132631828472e+00	-6.4237147170471847e+00	1.4813359348165788e+01	6.1115498147287815e+02
9.2247155569465034e-01	3.8145424618821927e-01	-5.9488545109704201e-02	-5.7753876660347897e-02	-1.6005349705965621e-02	-9.9820254383140683e-01	-3.8172073386835192e-01	9.2424914760348442e-01	7.2659816432215744e-03	3.5225197283849825e+00	-5.9524813791329692e+00	1.4833439838677847e+01	6.1115498147287815e+02
9.8810586058248773e-01	1.5240415114010242e-01	-2.0488606536476765e-02	-2.6393448745024875e-02	3.6822831924421914e-02	-9.9897320530252975e-01	-1.5149321485098027e-01	9.8763204371077951e-01	4.0407327179410653e-02	3.2007439718298238e+00	-5.2738583037596873e+00	1.4767194294134816e+01	6.1115498147287815e+02
9.9379969489183129e-01	9.4142241891126910e-02	-5.9155766621824674e-02	-5.9560593389843465e-02	1.4936836847406279e-03	-9.9822357446821508e-01	-9.3886645205550845e-02	9.9555763630277205e-01	7.0915901802456639e-03	3.1099768375376318e+00	-4.4884792390637758e+00	1.4744696979640869e+01	6.1115498147287815e+02
9.8802162704127450e-01	-1.5016218269309695e-01	-3.5560981251337012e-02	-3.9731775998314373e-02	-2.4866160020788321e-02	-9.9890092604914571e-01	1.4911287829940362e-01	9.8834861914947103e-01	-3.0534514088187532e-02	2.8945306807919673e+00	-3.8007720787762156e+00	1.4348651756919130e+01	6.1115498147287815e+02
9.9523258068659715e-01	-9.5612566714134206e-02	1.9244412857539871e-02	2.0513770409434640e-02	1.2310809189573009e-02	-9.9971377363757830e-01	9.5348285582307291e-02	9.9534249435228750e-01	1.4213492641910566e-02	2.9130508429962392e+00	-3.1867263253760894e+00	1.3878609746585429e+01	6.1115498147287815e+02
9.9354903597169109e-01	-1.1320402300077131e-01	-6.7202898869494470e-03	-5.3480477809558589e-03	1.2421180594982923e-02	-9.9990855214742513e-01	1.1327714467030159e-01	9.9349411847734070e-01	1.1735631481771034e-02	2.9130116662264927e+00	-2.5224061814070393e+00	1.3406197359743281e+01	6.1115498147287815e+02
9.9982859775508781e-01	7.8084392865607199e-03	-1.6787000536229963e-02	-1.6665552604234770e-02	-1.5366790199814538e-02	-9.9974302754025290e-01	-8.0643950480349669e-03	9.9985143398150067e-01	-1.5234024341790553e-02	2.8844890329002375e+00	-1.7998013602909824e+00	1.3017817130268295e+01	6.1115498147287815e+02
9.9958760271487579e-01	-9.5062913525875148e-03	-2.7097138657943838e-02	-2.7315792477924303e-02	-2.3679123153817632e-02	-9.9934635968115171e-01	8.8584411738793500e-03	9.9967441177184613e-01	-2.3929029829536708e-02	2.8936642207782866e+00	-1.1368839234364856e+00	1.2472629088699495e+01	6.1115498147287815e+02
9.9818291812693605e-01	4.2816680321723755e-02	-4.2398040589422786e-02	-4.3769613577063000e-02	3.1620714646105080e-02	-9.9854111148844782e-01	-4.1413559215667139e-02	9.9858242638827610e-01	3.3437326771042455e-02	2.8153457779365008e+00	-4.8774791354923952e-01	1.2119837250505224e+01	6.1115498147287815e+02
9.9653601455881513e-01	7.7839429946238492e-02	-2.9274474083714145e-02	-3.0679400172468133e-02	1.6914606421976563e-02	-9.9938614683947236e-01	-7.7296481758816205e-02	9.9682241108195124e-01	1.9244081492104503e-02	2.8020361892543022e+00	2.1557171801498320e-01	1.1632079333532443e+01	6.1115498147287815e+02
9.9231570587770124e-01	1.2357694136218306e-01	-6.1870374176784555e-03	-1.0306183732198528e-02	3.2721253254697359e-02	-9.9941137784313849e-01	-1.2330175361818024e-01	9.9179537161100406e-01	3.3743420183379794e-02	2.6524522434372191e+00	8.1560309656180241e-01	1.1354546903530029e+01	6.1115498147287815e+02
9.4286336851776986e-01	3.3086673196164879e-01	3.9190228225191470e-02	2.9301433308457383e-02	3.4824809479568716e-02	-9.9896379246236067e-01	-3.3188867759143881e-01	9.4303469624703118e-01	2.3140167693334074e-02	2.5786956518198325e+00	1.5035850582206063e+00	1.0934863284257080e+01	6.1115498147287815e+02
8.7735900170116943e-01	4.7968969871912637e-01	1.1788769091028729e-02	-5.8946489902545120e-02	1.3213116955785656e-01	-9.8947797618716227e-01	-4.7620005613407590e-01	8.6743250283467388e-01	1.4420249499879095e-01	2.1385552793997933e+00	2.3098262400522795e+00	1.0491313867472178e+01	6.1115498147287815e+02
5.2090096773078431e-01	8.5357781148738088e-01	8.1915537931443738e-03	-7.6091995463558326e-02	5.5989402826578188e-02	-9.9552759630132681e-01	-8.5021890713127923e-01	5.1794797664199510e-01	9.4115373074525027e-02	1.5411244513985762e+00	3.2902206585617222e+00	1.0490039186084594e+01	6.1115498147287815e+02
2.5099488205210296e-01	9.6797034473104560e-01	-5.9144657334522701e-03	-8.3049254286438057e-02	1.5446353332011074e-02	-9.9642572805563856e-01	-9.6441919855741032e-01	2.5058895005567161e-01	8.4266170934003584e-02	9.7229008895010960e-01	3.5938579299363340e+00	1.0509202532910447e+01	6.1115498147287815e+02
1.8427191461113590e-01	9.8278713874705759e-01	-1.3164398919754437e-02	-1.1003520272720442e-01	7.3182597348958114e-03	-9.9390074818124363e-01	-9.7669653201305540e-01	1.8459654110471507e-01	1.0948973178269288e-01	2.3931204449612498e-01	3.2954571100630492e+00	1.0542836807767106e+01	6.1115498147287815e+02
-6.1329545546652597e-02	9.9808559548502362e-01	7.9894260336490150e-03	-9.1339114251739240e-02	2.3587358930429597e-03	-9.9581705276255184e-01	-9.9392950104660294e-01	-6.1802754390827885e-02	9.1019594038637158e-02	-4.7534574191554047e-01	2.9491376305823263e+00	1.0518257745173042e+01	6.1115498147287815e+02
-4.9145930965939799e-01	8.7046541326223792e-01	2.7526555601990247e-02	-1.0942528889647921e-01	-3.0362591185180414e-02	-9.9353118683131647e-01	-8.6399875757956413e-01	-4.9129225250427372e-01	1.1017290742395294e-01	-1.2652173868803263e+00	2.4620816256347915e+00	1.0543790021786805e+01	6.1115498147287815e+02
-7.3403058937035270e-01	6.7864508443636584e-01	2.5297099418131998e-02	-9.3960658193362412e-02	-6.4596184584684579e-02	-9.9347809620996286e-01	-6.7258493038461920e-01	-7.3162024459924535e-01	1.1118151425510288e-01	-1.5841588866973315e+00	1.5522028087115798e+00	1.0513528942331703e+01	6.1115498147287815e+02
-9.3358467315914906e-01	3.5668543141137660e-01	3.4571101533005758e-02	-5.9439992288697133e-02	-5.8994867845057711e-02	-9.9648707612525711e-01	-3.5339290507740095e-01	-9.3235996728024773e-01	7.6278083707778110e-02	-1.7850641655424977e+00	5.4583401184944602e-01	1.0464538502823341e+01	6.1115498147287815e+02
-9.9949840346571128e-01	-1.5662889465522578e-02	2.7524813588577418e-02	-2.7140177502332243e-02	-2.4261511774408863e-02	-9.9933717523744836e-01	1.6320301303499152e-02	-9.9958293950027532e-01	2.3824248683892504e-02	-1.8667929483632979e+00	-2.5117420678247626e-01	1.0405334017270935e+01	6.1115498147287815e+02
-9.9859765879165008e-01	-3.3989806798409461e-02	-4.0588285128130848e-02	4.2522704929484609e-02	-5.8268172356590896e-02	-9.9739492662420481e-01	3.1536255664166457e-02	-9.9772216228969746e-01	5.9631799022458729e-02	-1.6514856070511343e+00	-8.1639693582886608e-01	1.0033753429219557e+01	6.1115498147287815e+02
-9.9436398334965159e-01	-9.9143300660062494e-02	3.7561610072553910e-02	-3.3290740785553753e-02	-4.4386621946707311e-02	-9.9845959075473323e-01	1.0065781238911958e-01	-9.9408270970095280e-01	4.0835904283464619e-02	-1.4906357059809181e+00	-1.4268957715966861e+00	9.6752953380376319e+00	6.1115498147287815e+02
-9.9633021983093939e-01	-8.4641163943259268e-02	1.2726602765956579e-02	-1.3174951724254430e-02	4.7405702431155272e-03	-9.9990196901538009e-01	8.4572535132250382e-02	-9.9640022097553782e-01	-5.8383166412843586e-03	-1.5006041661468237e+00	-2.1412866645149644e+00	9.1657104545663017e+00	6.1115498147287815e+02
-9.9709201629773136e-01	-7.5192421282847755e-02	1.2393983094533004e-02	-1.1267133491382322e-02	-1.5391966049222758e-02	-9.9981805298965643e-01	7.5369508013600595e-02	-9.9705024304834433e-01	1.4500003414671496e-02	-1.4365911910768763e+00	-2.7272485880464088e+00	8.8067290138481678e+00	6.1115498147287815e+02
-9.9984656513661752e-01	7.1349947193937169e-03	1.5998063472250926e-02	-1.5698891898159956e-02	4.0180515936041175e-02	-9.9906910218076705e-01	-7.7711632126618579e-03	-9.9916696201859478e-01	-4.0062339333274077e-02	-1.5632996895952158e+00	-3.3916530475584246e+00	8.3741967429949753e+00	6.1115498147287815e+02
-9.9919186302759544e-01	3.5218593565367107e-02	1.9371926252206725e-02	-1.8069337767041109e-02	3.6935258604781099e-02	-9.9915428523549799e-01	-3.5904315786602026e-02	-9.9869686959511184e-01	-3.6269033193904260e-02	-1.4945308706535294e+00	-4.0589713193186832e+00	7.9771824845122969e+00	6.1115498147287815e+02
-9.9899830949493063e-01	2.3226059031713542e-02	3.8248239281391018e-02	-3.8112555248752872e-02	6.2568783931345011e-03	-9.9925386394308469e-01	-2.3448043813544928e-02	-9.9971065896819811e-01	-5.3654064794003559e-03	-1.5318079006205261e+00	-4.6556326517914268e+00	7.5182024683278241e+00	6.1115498147287815e+02
-9.7944150557460385e-01	2.0003796144075492e-01	2.6060528397953225e-02	-3.1274948601875366e-02	-2.2950996697847274e-02	-9.9924728137760066e-01	-1.9928927404078606e-01	-9.7951930339999060e-01	2.8735335722661157e-02	-1.5876185389415598e+00	-5.1757282137658835e+00	7.1979174105368209e+00	6.1115498147287815e+02
-8.6975991527050278e-01	4.8937043393733426e-01	6.3515889166675846e-02	-5.6285013533427804e-02	2.9493152989328121e-02	-9.9797903343621908e-01	-4.9025471648948982e-01	-8.7157715224455801e-01	1.8922592519645502e-03	-1.9845070774705427e+00	-5.8890185745571477e+00	6.6982635492388667e+00	6.1115498147287815e+02
-5.3592069053518432e-01	8.4424991426121399e-01	-5.5763542054304074e-03	1.1184077132448022e-02	4.9484586993372298e-04	-9.9993733380960492e-01	-8.4419424889949779e-01	-5.3594947280270577e-01	-9.7073543004834971e-03	-2.6684893889725934e+00	-6.4880319052692776e+00	6.3997758969392899e+00	6.1115498147287815e+02
-3.8213131913487214e-01	9.2276936576081103e-01	-4.9722756858736096e-02	8.0475626095030221e-03	-5.0481219565413009e-02	-9.9869258693916185e-01	-9.2407299044625735e-01	-3.8203186265621786e-01	1.1864410778977140e-02	-3.6511525282911319e+00	-6.9031842325811148e+00	6.4209422104087643e+00	6.1115498147287815e+02
-1.6354407919126623e-01	9.8653596299046376e-01	3.5761426110407675e-04	-1.1348748227217018e-02	-1.5188800170289930e-03	-9.9993444731000725e-01	-9.8647074973115967e-01	-1.6353741691115481e-01	1.1444352094861292e-02	-4.6865568710755587e+00	-7.2851836840032869e+00	6.4249642513824945e+00	6.1115498147287815e+02
2.6864267421894239e-02	9.9962564630752115e-01	-5.1844363392792685e-03	-3.7343153163665210e-02	-4.1791429202915099e-03	-9.9929376245238677e-01	-9.9894133964296450e-01	2.7038898067836492e-02	3.7216904003384593e-02	-5.8123233763192204e+00	-7.3162472558732725e+00	6.4601523173205688e+00	6.1115498147287815e+02
-8.4693146665089647e-02	9.9605287024748601e-01	-2.6565966568349947e-02	-5.5452776997142406e-02	-3.1332168837681335e-02	-9.9796958105907863e-01	-9.9486283498343164e-01	-8.3048027476105957e-02	5.7887517661902435e-02	-7.0459878996992193e+00	-7.2067276569825829e+00	6.5612990647091998e+00	6.1115498147287815e+02
-1.6340463009075651e-01	9.8567989717877924e-01	4.1642132060384231e-02	-5.1573027861561316e-02	3.3617278771883169e-02	-9.9810325185582105e-01	-9.8521020582518015e-01	-1.6524230349884700e-01	4.5341277797404801e-02	-8.2126253856478009e+00	-7.4633711371363614e+00	6.5679462440217931e+00	6.1115498147287815e+02
-8.3649304965065674e-01	5.4216157820187783e-01	7.9625379168911312e-02	-7.8228006226263885e-02	2.5671058350279854e-02	-9.9660492463415040e-01	-5.4236496653822286e-01	-8.3988202736147766e-01	2.0938557428032120e-02	-8.7730550133048375e+00	-7.7380889369329982e+00	6.5328564077081275e+00	6.1115498147287815e+02
-9.8332548098748518e-01	-1.7855909583942509e-01	3.4462265359928856e-02	-3.4856392554132691e-02	-9.3039125892835708e-04	-9.9939189824123442e-01	1.7848257712965532e-01	-9.8392874928274798e-01	-5.3090485064979896e-03	-8.2978715669056307e+00	-7.9317787822762709e+00	6.5246287973551764e+00	6.1115498147287815e+02
-6.9904017269070517e-01	-7.1505993468185780e-01	5.6680488112782913e-03	6.1440906458990370e-03	-1.3932199792562799e-02	-9.9988406525910578e-01	7.1505600278207893e-01	-6.9892430464372757e-01	1.4132560404890120e-02	-7.0276143105503133e+00	-7.8057800188985356e+00	6.5219058690780303e+00	6.1115498147287815e+02
-2.2525635743943240e-01	-9.7314803040908360e-01	4.7354876665875970e-02	-7.5079347556177740e-03	-4.6868809848564917e-02	-9.9887283754193912e-01	9.7427060119292541e-01	-2.2535799425425501e-01	3.2511654641399108e-03	-5.6885828220787724e+00	-7.6819205712357626e+00	6.4227237279037377e+00	6.1115498147287815e+02
8.2127980676593326e-02	-9.9641355113754493e-01	2.0372282627451756e-02	3.3190015468924240e-03	-2.0167774670043544e-02	-9.9979110072734223e-01	9.9661626467699049e-01	8.2178439838719530e-02	1.6507595091791345e-03	-4.2443854147867972e+00	-7.5920139510400881e+00	6.3830081074877096e+00	6.1115498147287815e+02
1.8816504290866676e-03	-9.9980744726674819e-01	1.9532736152717046e-02	7.1091569802008963e-03	-1.9518902709621217e-02	-9.9978421287998120e-01	9.9997295927374652e-01	2.0201056807222506e-03	7.0710603409337340e-03	-2.8868852884960914e+00	-7.4666831016919311e+00	6.3979598232387032e+00	6.1115498147287815e+02
1.1300037735936069e-01	-9.9350951303399593e-01	1.3029283464352876e-02	3.9121884902617837e-02	-8.6542027794012030e-03	-9.9919696901858135e-01	9.9282445217586612e-01	1.1341936468348557e-01	3.7890036638755453e-02	-1.3733841325906151e+00	-7.4876324873898081e+00	6.3970015674448772e+00	6.1115498147287815e+02
4.9581555053947624e-02	-9.9854350564581318e-01	2.1272910731784521e-02	3.1304514820584779e-02	-1.9734957070112268e-02	-9.9931504482885147e-01	9.9827936808805195e-01	5.0213532060699617e-02	3.0280430111028416e-02	1.0405211575087270e-01	-7.3019064669142377e+00	6.3706022274033538e+00	6.1115498147287815e+02
1.0463228901344318e-01	-9.9449716753211148e-01	-5.2409795281874467e-03	4.9318059372919311e-02	1.0452092828955682e-02	-9.9872843294620606e-01	9.9328737690332936e-01	1.0424076710242747e-01	5.0140296752223222e-02	1.5518784869290965e+00	-7.3905939929488582e+00	6.3146051682110613e+00	6.1115498147287815e+02
6.1293780758573169e-02	-9.9802040683105631e-01	1.4083323084168488e-02	2.8493727727153025e-02	-1.2354498158845147e-02	-9.9951762058277616e-01	9.9771297471794518e-01	6.1665500273785034e-02	2.7680067836855983e-02	3.0965691712192749e+00	-7.3664878219488514e+00	6.2483291279241353e+00	6.1115498147287815e+02
-1.2373118284044582e-02	-9.9984991786432897e-01	1.2126322221690385e-02	1.6770849581070713e-02	-1.2333053048074831e-02	-9.9978329372261621e-01	9.9978279868592379e-01	-1.2167068225690580e-02	1.6920930900315451e-02	4.4817719758114709e+00	-7.5217422936884146e+00	6.2047825965201371e+00	6.1115498147287815e+02
5.9064788099767285e-02	-9.9823153656661867e-01	6.7193906403311340e-03	2.9569868137303661e-02	-4.9786355834668325e-03	-9.9955031693560570e-01	9.9781610214762129e-01	5.9236919160054469e-02	2.9223512851009943e-02	5.9660849695935463e+00	-7.6328804958876795e+00	6.2177459906723156e+00	6.1115498147287815e+02
1.4470550084687062e-01	-9.8919410510689831e-01	2.3565662443886241e-02	5.7418905788648909e-02	-1.5381368695299571e-02	-9.9823167789601530e-01	9.8780736344830455e-01	1.4580272946286760e-01	5.4572674467055673e-02	7.1839667546809816e+00	-7.5123875728609226e+00	6.2476874228688208e+00	6.1115498147287815e+02
5.3267069784936083e-01	-8.4528983212396391e-01	4.1797456388109930e-02	4.1956525745793352e-02	-2.2951440523465302e-02	-9.9885578604983860e-01	8.4528195154044172e-01	5.3381488466109583e-01	2.3239864763883712e-02	8.2185558938916365e+00	-7.5812390662438247e+00	6.1796879621529648e+00	6.1115498147287815e+02
9.2743632740207527e-01	-3.7388349401654319e-01	-8.5435072969245671e-03	1.7162709483901459e-02	6.5371412002125984e-02	-9.9771339566832518e-01	3.7358707153503362e-01	9.2516901774477411e-01	6.7044676052971430e-02	8.1543090386845414e+00	-7.4011903927424285e+00	6.2050134247795610e+00	6.1115498147287815e+02
9.8303948452970569e-01	1.8213439437387430e-01	-2.1457731511813585e-02	-3.3777806108900583e-02	6.4812423689259449e-02	-9.9732562864392182e-01	-1.8025657178045013e-01	9.8113526698492803e-01	6.9865271833533346e-02	7.2896738066366202e+00	-7.2497938054732964e+00	6.2147481301186822e+00	6.1115498147287815e+02
6.8319910475503243e-01	7.3016782522316870e-01	-9.6917630383030161e-03	-5.8447675398341850e-02	4.1448755786510333e-02	-9.9742963154514352e-01	-7.2788931335914853e-01	6.8200949234788422e-01	7.0994364881510091e-02	6.3950461126615048e+00	-6.9657395829551767e+00	6.1902974973187117e+00	6.1115498147287815e+02
5.1191843683983884e-01	8.5903403748322327e-01	-1.9096787325213749e-04	-5.5644953603268967e-02	3.2938286753636289e-02	-9.9790716422131465e-01	-8.5722993015989946e-01	5.1085770201789837e-01	6.4662625426487041e-02	5.5281768194340986e+00	-6.6847163920515280e+00	6.1703093307116701e+00	6.1115498147287815e+02
7.1896187401051126e-01	6.9470273768298108e-01	-2.1952903567984315e-02	-4.7467422397399366e-02	1.7565066328437823e-02	-9.9871833479506378e-01	-6.9342675714904511e-01	7.1908245333942666e-01	4.5604361294840440e-02	4.4997217782859007e+00	-6.4176182802253106e+00	6.2330019324026509e+00	6.1115498147287815e+02
8.2548510615014292e-01	5.6156712958984978e-01	-5.6715945628229736e-02	-7.9153764893105855e-02	1.5686922428392279e-02	-9.9673898387088933e-01	-5.5884615148315586e-01	8.2728246653059367e-01	5.7399473373221724e-02	3.6277163269782342e+00	-5.7995983388605659e+00	6.2324067756263153e+00	6.1115498147287815e+02
9.8789578840192727e-01	1.5327655438484344e-01	-2.3837137698235991e-02	-3.1717292128845692e-02	4.9173114576184992e-02	-9.9828654112078008e-01	-1.5184177500855278e-01	9.8695911905143663e-01	5.3439430044345752e-02	2.8594420345086542e+00	-5.2173648609069527e+00	6.2323902093034169e+00	6.1115498147287815e+02
9.9768038167015483e-01	-5.8817787955305345e-02	-3.4268408929206379e-02	-3.3996956524497940e-02	5.6099269995666945e-03	-9.9940619152881560e-01	5.8975104727045535e-02	9.9825297221651399e-01	3.5972883300865559e-03	2.6260936718344210e+00	-4.3942883527731773e+00	6.1422123951635843e+00	6.1115498147287815e+02
9.6821553362241652e-01	-2.4889729790838661e-01	-2.4674187852156255e-02	-2.4824311174320692e-02	2.5360698282886653e-03	-9.9968861248118002e-01	2.4888236985969919e-01	9.6852656310693419e-01	-3.7232417716252676e-03	2.4811982833620867e+00	-3.7853985649594537e+00	5.8559976173240269e+00	6.1115498147287815e+02
9.7198492453884466e-01	-2.3393394039767740e-01	-2.2808287950493417e-02	-2.5784686238672562e-02	-9.6723414531394020e-03	-9.9962072595879470e-01	2.3362460577770899e-01	9.7220438043696855e-01	-1.5433283331174850e-02	2.3606611698813174e+00	-3.1316826346400495e+00	5.5974953140991399e+00	6.1115498147287815e+02
9.8386881439224683e-01	-1.7855747190547461e-01	-1.0926357724363072e-02	-5.5686628309816960e-03	3.0479139986065870e-02	-9.9951989075755021e-01	1.7880477079952306e-01	9.8345729508323632e-01	2.8993148964792236e-02	2.3268199435202837e+00	-2.5134720191769659e+00	5.1142026267656364e+00	6.1115498147287815e+02
9.8825763081831230e-01	-1.5226830266396540e-01	-1.2697209662420659e-02	-1.2272996032656107e-02	3.7255505096869396e-03	-9.9991774353782858e-01	1.5230308170801687e-01	9.8833217304569987e-01	1.8130154457027953e-03	2.2359857053205321e+00	-1.8419596350015075e+00	4.7889096964464297e+00	6.1115498147287815e+02
9.9654541645577666e-01	-8.1235722412384470e-02	-1.7262396853310612e-02	-1.8051524169393672e-02	-8.9896071246938804e-03	-9.9979664404263024e-01	8.1064020478538945e-02	9.9665437558256964e-01	-1.0424980382397048e-02	2.3345744600991720e+00	-1.2155047987712617e+00	4.3363362043508955e+00	6.1115498147287815e+02
9.9389537058883515e-01	-1.0248556520340268e-01	-4.0849739864795107e-02	-4.1535618392010129e-02	-4.5664733731230270e-03	-9.9912658843898561e-01	1.0220951387652533e-01	9.9472401008816114e-01	-8.7953980724424854e-03	2.2814505407128500e+00	-5.5339978499376663e-01	3.9399710434489981e+00	6.1115498147287815e+02
9.9814554347689854e-01	-5.4365815700685716e-02	-2.7383062655701597e-02	-2.7118026026403182e-02	5.6069205451533093e-03	-9.9961651402246854e-01	5.4498501829300550e-02	9.9850534326321960e-01	4.1222291496561883e-03	2.3662915382047531e+00	8.1841611959720950e-02	3.4649545829760200e+00	6.1115498147287815e+02
9.9992366861434401e-01	9.2355945560685937e-03	8.2073587729499537e-03	7.9122582921852796e-03	3.1547741719914500e-02	-9.9947092812201976e-01	-9.4896318974841964e-03	9.9945957586366130e-01	3.1472259227465882e-02	2.1874831988245589e+00	7.1727206691879619e-01	3.0666390917627351e+00	6.1115498147287815e+02
