# Cameras (476)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
VID_20250107_103505_00_023.mp4.000000.0000	-6.3902189454613101	-7.9691333919543279	34.1245061485398864	90.3901718643851098	33.8840562991600933	-1.2477524855355926	0.8299706091110921	0.5575172859056317	-0.0179795419346873	0.0180774507771009	0.0053318444504036	0.9998223728283733	0.5575141198078881	-0.8301482080635814	-0.0056532171071555
VID_20250107_103505_00_023.mp4.000012.0000	-6.3821304807854862	-7.9418628904910147	34.1530681204844200	91.3787809971846627	36.3043975041102698	-3.1169297934106890	0.8046906575129220	0.5923363157465827	-0.0401327143261747	0.0438189599344709	0.0081577338272089	0.9990061812266561	0.5920750327970966	-0.8056495146318711	-0.0193911090901999
VID_20250107_103505_00_023.mp4.000024.0001	-6.3949045257020263	-7.8850687010316083	34.1530512025122945	90.6627204296829206	39.1513672883346899	-2.9499015613073265	0.7744530984685409	0.6310877407930811	-0.0441662958958764	0.0399083697018772	0.0209388620368061	0.9989839268398377	0.6313713014543940	-0.7754288023263574	-0.0089695162910831
VID_20250107_103505_00_023.mp4.000036.0001	-6.4723312725066959	-7.8767678350374517	34.1173693366726596	89.2080902292536422	48.0973905954905732	-1.4069776172875248	0.6676650956480673	0.7436463071778845	-0.0348351815547561	0.0163987421316455	0.0320901026884478	0.9993504423203831	0.7442811305614008	-0.6678026618172024	0.0092305774522787
VID_20250107_103505_00_023.mp4.000048.0002	-6.7362770168285442	-8.0453480899055290	34.0953565887668475	86.0963677435565415	70.2765856987259525	1.0295979453154169	0.3374254810252248	0.9402204529100929	-0.0461469899823983	-0.0060641461694880	0.0511920698315164	0.9986704151608783	0.9413327099841644	-0.3366970031287854	0.0229751430455653
VID_20250107_103505_00_023.mp4.000060.0002	-6.9969958907724141	-8.9211657833123823	34.0640626306783219	-69.9419562645562820	79.1061331753557226	159.2732375960190723	-0.1767586525747279	0.9840994942044232	-0.0174517691528748	-0.0668858968824183	0.0056800608757911	0.9977444631300554	0.9819789486227295	0.1775272441487393	0.0648183773844492
VID_20250107_103505_00_023.mp4.000072.0003	-6.8318724340045138	-10.3196676702690144	34.0297654689867954	-84.2778436242893605	47.1313761096945001	175.3472945843478499	-0.6780777456723117	0.7349479689656953	-0.0078774194477207	-0.0551846767500164	-0.0402211735134462	0.9976657299181916	0.7329155628556079	0.6769296419232955	0.0678309487597450
VID_20250107_103505_00_023.mp4.000084.0003	-6.5689020065266615	-11.7034606181145193	33.9428153186724657	-86.3588583108722645	9.4100772546632605	178.5233578515142199	-0.9862158026172202	0.1647517921556547	-0.0153374590324639	-0.0254226462503300	-0.0592812735928630	0.9979175415127440	0.1634994792826666	0.9845519679441549	0.0626525553476373
VID_20250107_103505_00_023.mp4.000096.0004	-5.8319226998357250	-12.6091615012063283	33.9198736979058211	-84.0934877492390598	-21.4875783691862203	-178.0566550228004132	-0.9299618254291202	-0.3676349670226687	-0.0039413534198382	0.0315543308932617	-0.0904906732209163	0.9953972886550900	-0.3662995051135308	0.9255571128149069	0.0957533470502002
VID_20250107_103505_00_023.mp4.000108.0004	-4.9429317765013288	-12.8165620365119803	34.0693088434204654	-88.4820903068753069	-51.3925696545069925	-179.5804584402112880	-0.6239642141555667	-0.7813383686050145	-0.0133795814165044	0.0045689857195078	-0.0207687732607109	0.9997738656449970	-0.7814395586497535	0.6237619832940287	0.0165288951348547
VID_20250107_103505_00_023.mp4.000120.0005	-4.5901643738878626	-12.8124635298225265	34.1092934088306805	-85.6086308334671600	-83.5495687972128280	-176.7210830573345390	-0.1121596797909332	-0.9935098544762625	-0.0189308026177338	0.0064256788523498	-0.0197757592576150	0.9997837916255053	-0.9936694203207032	0.1120137866708431	0.0086020180874658
